interaction_feature,count,mean,std,min,25%,50%,75%,max
etf_flow_x_oi_chg,283853.0,,,-inf,-0.0013629124537253114,0.0,0.0013197558982975407,inf
etf_flow_x_basis,283853.0,2.3687060929704e-05,0.0011408067627178692,-0.021586938773516126,-0.0003237337750580692,9.14316325633368e-06,0.0003345698434800628,0.05308885925539043
etf_flow_x_taker,283853.0,0.01159424493829043,0.8914031131622557,-24.896382103416048,-0.2046212534944735,0.00016428691595553034,0.2095116480990316,46.457915
etf_flow_x_compression,283853.0,0.02927451484902204,1.453177778106142,-8.53408473608816,-0.6594021450372621,-0.014163557216664967,0.700254822155574,8.540356355381654
