start_idx,end_idx,start_time,end_time,duration_candles,duration_hours,min_compression_ratio,mean_compression_ratio,vol_trend_ratio,mean_taker_buy_ratio,taker_drift,up_move_max,down_move_max,net_return_24h,outcome_category
136051,136063,2022-04-19 02:00:00+00:00,2022-04-19 03:00:00+00:00,13,1.08,0.2173,0.3146,1.3592,0.4418,0.0578,0.0267,0.0025,0.0169,CATEGORY_A_UPWARD_EXPANSION
136078,136084,2022-04-19 04:15:00+00:00,2022-04-19 04:45:00+00:00,7,0.58,0.2816,0.3641,0.8414,0.5103,0.125,0.024,0.0052,0.0133,CATEGORY_A_UPWARD_EXPANSION
136097,136103,2022-04-19 05:50:00+00:00,2022-04-19 06:20:00+00:00,7,0.58,0.3427,0.5121,0.6623,0.4409,0.2076,0.025,0.0042,0.0162,CATEGORY_A_UPWARD_EXPANSION
136159,136168,2022-04-19 11:00:00+00:00,2022-04-19 11:45:00+00:00,10,0.83,0.3421,0.3881,1.0304,0.4854,-0.0497,0.0332,0.0034,0.032,CATEGORY_A_UPWARD_EXPANSION
136301,136306,2022-04-19 22:50:00+00:00,2022-04-19 23:15:00+00:00,6,0.5,0.6694,0.6912,0.6597,0.4585,-0.1801,0.0182,0.0151,-0.0014,CATEGORY_C_FALSE_OR_CHOP
136341,136357,2022-04-20 02:10:00+00:00,2022-04-20 03:30:00+00:00,17,1.42,0.3991,0.436,0.8291,0.4667,-0.0125,0.0195,0.0138,0.0051,CATEGORY_C_FALSE_OR_CHOP
136676,136681,2022-04-21 06:05:00+00:00,2022-04-21 06:30:00+00:00,6,0.5,0.3639,0.4089,0.8787,0.5135,0.027,0.0353,0.0424,-0.0192,CATEGORY_C_FALSE_OR_CHOP
136918,136933,2022-04-22 02:15:00+00:00,2022-04-22 03:30:00+00:00,16,1.33,0.3591,0.4087,0.4945,0.5247,0.0447,0.0083,0.0317,-0.0233,CATEGORY_B_DOWNWARD_EXPANSION
136953,136963,2022-04-22 05:10:00+00:00,2022-04-22 06:00:00+00:00,11,0.92,0.1473,0.1805,0.629,0.4884,-0.0829,0.0022,0.0375,-0.0282,CATEGORY_B_DOWNWARD_EXPANSION
137193,137198,2022-04-23 01:10:00+00:00,2022-04-23 01:35:00+00:00,6,0.5,0.4357,0.4538,0.9815,0.526,0.0006,0.0088,0.0087,-0.0017,CATEGORY_C_FALSE_OR_CHOP
137205,137212,2022-04-23 02:10:00+00:00,2022-04-23 02:45:00+00:00,8,0.67,0.4119,0.4693,0.642,0.4502,0.0251,0.0123,0.0053,0.0022,CATEGORY_C_FALSE_OR_CHOP
137243,137252,2022-04-23 05:20:00+00:00,2022-04-23 06:05:00+00:00,10,0.83,0.3455,0.4053,1.1642,0.5563,-0.0193,0.01,0.0064,0.0027,CATEGORY_C_FALSE_OR_CHOP
137254,137265,2022-04-23 06:15:00+00:00,2022-04-23 07:10:00+00:00,12,1.0,0.2873,0.4338,0.9399,0.5305,0.0768,0.0091,0.0074,0.0042,CATEGORY_C_FALSE_OR_CHOP
137288,137294,2022-04-23 09:05:00+00:00,2022-04-23 09:35:00+00:00,7,0.58,0.4602,0.5151,0.6812,0.3344,-0.0305,0.01,0.0065,0.0041,CATEGORY_C_FALSE_OR_CHOP
137296,137304,2022-04-23 09:45:00+00:00,2022-04-23 10:25:00+00:00,9,0.75,0.4508,0.4905,1.251,0.4805,0.0764,0.0104,0.0061,0.0028,CATEGORY_C_FALSE_OR_CHOP
137353,137359,2022-04-23 14:30:00+00:00,2022-04-23 15:00:00+00:00,7,0.58,0.4327,0.4799,0.9422,0.4784,-0.0063,0.0074,0.009,0.0023,CATEGORY_C_FALSE_OR_CHOP
137392,137400,2022-04-23 17:45:00+00:00,2022-04-23 18:25:00+00:00,9,0.75,0.4625,0.5389,0.4826,0.4922,0.0057,0.0039,0.0217,-0.0044,CATEGORY_B_DOWNWARD_EXPANSION
137405,137410,2022-04-23 18:50:00+00:00,2022-04-23 19:15:00+00:00,6,0.5,0.5593,0.6027,0.8329,0.4598,0.1078,0.006,0.0197,0.0005,CATEGORY_C_FALSE_OR_CHOP
137484,137491,2022-04-24 01:25:00+00:00,2022-04-24 02:00:00+00:00,8,0.67,0.5926,0.6322,1.1327,0.421,0.109,0.0117,0.0204,-0.009,CATEGORY_B_DOWNWARD_EXPANSION
137529,137538,2022-04-24 05:10:00+00:00,2022-04-24 05:55:00+00:00,10,0.83,0.4697,0.5882,0.6272,0.4308,0.0718,0.0069,0.025,-0.0174,CATEGORY_B_DOWNWARD_EXPANSION
138058,138073,2022-04-26 01:15:00+00:00,2022-04-26 02:30:00+00:00,16,1.33,0.2811,0.3445,0.794,0.4787,0.0365,0.0063,0.07,-0.0534,CATEGORY_B_DOWNWARD_EXPANSION
138077,138083,2022-04-26 02:50:00+00:00,2022-04-26 03:20:00+00:00,7,0.58,0.3889,0.3958,0.901,0.517,0.0635,0.0054,0.0709,-0.0531,CATEGORY_B_DOWNWARD_EXPANSION
138362,138367,2022-04-27 02:35:00+00:00,2022-04-27 03:00:00+00:00,6,0.5,0.3495,0.3745,1.5708,0.5897,0.0886,0.0334,0.0025,0.0252,CATEGORY_A_UPWARD_EXPANSION
138382,138391,2022-04-27 04:15:00+00:00,2022-04-27 05:00:00+00:00,10,0.83,0.2548,0.3096,0.7711,0.5581,-0.101,0.0329,0.0014,0.0242,CATEGORY_A_UPWARD_EXPANSION
138452,138457,2022-04-27 10:05:00+00:00,2022-04-27 10:30:00+00:00,6,0.5,0.3359,0.4074,0.7482,0.4596,0.1173,0.0216,0.0155,0.017,CATEGORY_A_UPWARD_EXPANSION
138604,138612,2022-04-27 22:45:00+00:00,2022-04-27 23:25:00+00:00,9,0.75,0.5042,0.5385,0.7823,0.4658,0.1052,0.0308,0.0073,0.0156,CATEGORY_A_UPWARD_EXPANSION
138667,138678,2022-04-28 04:00:00+00:00,2022-04-28 04:55:00+00:00,12,1.0,0.2961,0.4042,0.8547,0.5112,-0.0344,0.025,0.0129,0.0039,CATEGORY_A_UPWARD_EXPANSION
138755,138763,2022-04-28 11:20:00+00:00,2022-04-28 12:00:00+00:00,9,0.75,0.3961,0.4447,1.107,0.5152,0.0931,0.017,0.0272,-0.0248,CATEGORY_B_DOWNWARD_EXPANSION
138902,138908,2022-04-28 23:35:00+00:00,2022-04-29 00:05:00+00:00,7,0.58,0.3949,0.4273,1.4137,0.4867,-0.0818,0.0042,0.0399,-0.0281,CATEGORY_B_DOWNWARD_EXPANSION
138983,138988,2022-04-29 06:20:00+00:00,2022-04-29 06:45:00+00:00,6,0.5,0.2665,0.3617,0.9778,0.4863,-0.0258,0.0023,0.0346,-0.0213,CATEGORY_B_DOWNWARD_EXPANSION
138998,139003,2022-04-29 07:35:00+00:00,2022-04-29 08:00:00+00:00,6,0.5,0.3452,0.4002,1.4501,0.4721,0.0831,0.0003,0.0363,-0.0242,CATEGORY_B_DOWNWARD_EXPANSION
139158,139167,2022-04-29 20:55:00+00:00,2022-04-29 21:40:00+00:00,10,0.83,0.4702,0.5376,0.9629,0.4337,-0.0177,0.006,0.0105,-0.0055,CATEGORY_C_FALSE_OR_CHOP
139215,139226,2022-04-30 01:40:00+00:00,2022-04-30 02:35:00+00:00,12,1.0,0.4445,0.5216,1.0278,0.516,-0.0595,0.0019,0.0341,-0.0212,CATEGORY_B_DOWNWARD_EXPANSION
139238,139245,2022-04-30 03:35:00+00:00,2022-04-30 04:10:00+00:00,8,0.67,0.2629,0.2989,1.678,0.4974,-0.0709,0.0028,0.0333,-0.0174,CATEGORY_B_DOWNWARD_EXPANSION
139312,139319,2022-04-30 09:45:00+00:00,2022-04-30 10:20:00+00:00,8,0.67,0.4154,0.4548,1.0258,0.5073,-0.0447,0.0018,0.0312,-0.0137,CATEGORY_B_DOWNWARD_EXPANSION
139449,139454,2022-04-30 21:10:00+00:00,2022-04-30 21:35:00+00:00,6,0.5,0.5791,0.6656,0.9678,0.4683,0.0905,0.0096,0.024,-0.0016,CATEGORY_B_DOWNWARD_EXPANSION
139535,139541,2022-05-01 04:20:00+00:00,2022-05-01 04:50:00+00:00,7,0.58,0.4585,0.5055,1.1659,0.4578,0.0323,0.0324,0.0055,0.0304,CATEGORY_A_UPWARD_EXPANSION
139572,139577,2022-05-01 07:25:00+00:00,2022-05-01 07:50:00+00:00,6,0.5,0.3719,0.4197,1.0718,0.5832,-0.0243,0.0324,0.0067,0.0273,CATEGORY_A_UPWARD_EXPANSION
139858,139865,2022-05-02 07:15:00+00:00,2022-05-02 07:50:00+00:00,8,0.67,0.4681,0.4965,0.7559,0.4905,-0.0101,0.0046,0.0237,-0.0108,CATEGORY_B_DOWNWARD_EXPANSION
140060,140071,2022-05-03 00:05:00+00:00,2022-05-03 01:00:00+00:00,12,1.0,0.3678,0.4724,0.8349,0.4984,0.0302,0.0056,0.0239,-0.0138,CATEGORY_B_DOWNWARD_EXPANSION
140108,140116,2022-05-03 04:05:00+00:00,2022-05-03 04:45:00+00:00,9,0.75,0.3423,0.4059,0.9819,0.545,0.0133,0.004,0.0255,-0.0138,CATEGORY_B_DOWNWARD_EXPANSION
140165,140172,2022-05-03 08:50:00+00:00,2022-05-03 09:25:00+00:00,8,0.67,0.3652,0.4452,1.1836,0.5082,-0.0014,0.0154,0.0257,0.0109,CATEGORY_B_DOWNWARD_EXPANSION
140364,140374,2022-05-04 01:25:00+00:00,2022-05-04 02:15:00+00:00,11,0.92,0.3451,0.4017,0.8368,0.5331,0.1029,0.0549,0.0,0.0462,CATEGORY_A_UPWARD_EXPANSION
140401,140409,2022-05-04 04:30:00+00:00,2022-05-04 05:10:00+00:00,9,0.75,0.3878,0.534,1.3065,0.5764,0.1838,0.0527,0.0013,0.0461,CATEGORY_A_UPWARD_EXPANSION
140485,140491,2022-05-04 11:30:00+00:00,2022-05-04 12:00:00+00:00,7,0.58,0.5131,0.5859,0.9494,0.4279,0.0049,0.0257,0.0111,0.0115,CATEGORY_A_UPWARD_EXPANSION
140619,140624,2022-05-04 22:40:00+00:00,2022-05-04 23:05:00+00:00,6,0.5,0.2325,0.241,0.9779,0.5104,-0.032,0.0045,0.1032,-0.0825,CATEGORY_B_DOWNWARD_EXPANSION
140626,140631,2022-05-04 23:15:00+00:00,2022-05-04 23:40:00+00:00,6,0.5,0.2542,0.2912,0.5269,0.5104,0.0006,0.0052,0.1026,-0.0787,CATEGORY_B_DOWNWARD_EXPANSION
140671,140676,2022-05-05 03:00:00+00:00,2022-05-05 03:25:00+00:00,6,0.5,0.329,0.3456,0.977,0.3816,0.0484,0.0024,0.1051,-0.0847,CATEGORY_B_DOWNWARD_EXPANSION
141175,141181,2022-05-06 21:00:00+00:00,2022-05-06 21:30:00+00:00,7,0.58,0.5163,0.5378,0.5348,0.5047,-0.0486,0.0033,0.0253,-0.0159,CATEGORY_B_DOWNWARD_EXPANSION
141229,141239,2022-05-07 01:30:00+00:00,2022-05-07 02:20:00+00:00,11,0.92,0.3572,0.3982,1.4656,0.4687,-0.0417,0.0054,0.0434,-0.0349,CATEGORY_B_DOWNWARD_EXPANSION
141244,141251,2022-05-07 02:45:00+00:00,2022-05-07 03:20:00+00:00,8,0.67,0.3691,0.4236,1.0343,0.5112,-0.0734,0.0066,0.0474,-0.0386,CATEGORY_B_DOWNWARD_EXPANSION
141287,141292,2022-05-07 06:20:00+00:00,2022-05-07 06:45:00+00:00,6,0.5,0.3312,0.4014,0.7726,0.4479,0.0303,0.0083,0.0458,-0.0293,CATEGORY_B_DOWNWARD_EXPANSION
141353,141362,2022-05-07 11:50:00+00:00,2022-05-07 12:35:00+00:00,10,0.83,0.2864,0.3623,1.0796,0.4496,0.0465,0.0011,0.0509,-0.0391,CATEGORY_B_DOWNWARD_EXPANSION
141383,141388,2022-05-07 14:20:00+00:00,2022-05-07 14:45:00+00:00,6,0.5,0.3597,0.4032,0.8249,0.5235,-0.0587,0.0042,0.048,-0.043,CATEGORY_B_DOWNWARD_EXPANSION
141736,141746,2022-05-08 19:45:00+00:00,2022-05-08 20:35:00+00:00,11,0.92,0.3337,0.4703,1.6913,0.4107,-0.0198,0.0008,0.1203,-0.1042,CATEGORY_B_DOWNWARD_EXPANSION
142179,142186,2022-05-10 08:40:00+00:00,2022-05-10 09:15:00+00:00,8,0.67,0.3924,0.5462,1.2116,0.4215,0.0459,0.018,0.0523,-0.0195,CATEGORY_B_DOWNWARD_EXPANSION
142280,142293,2022-05-10 17:05:00+00:00,2022-05-10 18:10:00+00:00,14,1.17,0.4671,0.5307,0.6321,0.5043,-0.0,0.0146,0.0839,-0.0555,CATEGORY_B_DOWNWARD_EXPANSION
142874,142881,2022-05-12 18:35:00+00:00,2022-05-12 19:10:00+00:00,8,0.67,0.4669,0.5624,0.9227,0.4635,-0.0463,0.0969,0.0119,0.0596,CATEGORY_A_UPWARD_EXPANSION
142885,142905,2022-05-12 19:30:00+00:00,2022-05-12 21:10:00+00:00,21,1.75,0.4131,0.5712,0.8069,0.4819,0.0193,0.0902,0.0179,0.0463,CATEGORY_A_UPWARD_EXPANSION
142934,142939,2022-05-12 23:35:00+00:00,2022-05-13 00:00:00+00:00,6,0.5,0.4989,0.5399,1.0699,0.4923,-0.0221,0.0715,0.0089,0.0106,CATEGORY_A_UPWARD_EXPANSION
142994,142999,2022-05-13 04:35:00+00:00,2022-05-13 05:00:00+00:00,6,0.5,0.4355,0.4807,0.6091,0.5327,-0.0835,0.0214,0.0405,-0.0353,CATEGORY_B_DOWNWARD_EXPANSION
143032,143042,2022-05-13 07:45:00+00:00,2022-05-13 08:35:00+00:00,11,0.92,0.4176,0.5111,0.5406,0.5072,-0.0247,0.0243,0.0362,-0.0255,CATEGORY_B_DOWNWARD_EXPANSION
143177,143196,2022-05-13 19:50:00+00:00,2022-05-13 21:25:00+00:00,20,1.67,0.4453,0.566,0.8139,0.5021,0.0266,0.0084,0.042,-0.0111,CATEGORY_B_DOWNWARD_EXPANSION
143200,143206,2022-05-13 21:45:00+00:00,2022-05-13 22:15:00+00:00,7,0.58,0.52,0.5392,1.5626,0.4798,-0.0172,0.0,0.047,-0.0116,CATEGORY_B_DOWNWARD_EXPANSION
143255,143263,2022-05-14 02:20:00+00:00,2022-05-14 03:00:00+00:00,9,0.75,0.4139,0.4735,0.7241,0.4807,-0.079,0.0275,0.0305,0.0119,CATEGORY_C_FALSE_OR_CHOP
143274,143280,2022-05-14 03:55:00+00:00,2022-05-14 04:25:00+00:00,7,0.58,0.3962,0.469,0.7741,0.5107,-0.0005,0.0281,0.03,0.0074,CATEGORY_C_FALSE_OR_CHOP
143296,143304,2022-05-14 05:45:00+00:00,2022-05-14 06:25:00+00:00,9,0.75,0.3405,0.4367,1.3112,0.5175,0.0495,0.0288,0.0293,0.0116,CATEGORY_C_FALSE_OR_CHOP
143306,143318,2022-05-14 06:35:00+00:00,2022-05-14 07:35:00+00:00,13,1.08,0.3861,0.4588,1.0232,0.4919,0.0214,0.0279,0.0302,0.013,CATEGORY_C_FALSE_OR_CHOP
143730,143736,2022-05-15 17:55:00+00:00,2022-05-15 18:25:00+00:00,7,0.58,0.5151,0.6293,1.0304,0.4776,0.0309,0.0471,0.0319,-0.0039,CATEGORY_A_UPWARD_EXPANSION
144025,144040,2022-05-16 18:30:00+00:00,2022-05-16 19:45:00+00:00,16,1.33,0.3736,0.5225,0.7569,0.4729,0.03,0.0347,0.0102,0.0096,CATEGORY_A_UPWARD_EXPANSION
144076,144081,2022-05-16 22:45:00+00:00,2022-05-16 23:10:00+00:00,6,0.5,0.359,0.5017,0.8883,0.49,0.0619,0.0257,0.0189,0.016,CATEGORY_A_UPWARD_EXPANSION
144149,144157,2022-05-17 04:50:00+00:00,2022-05-17 05:30:00+00:00,9,0.75,0.394,0.488,1.0417,0.4837,-0.0684,0.0161,0.028,-0.0089,CATEGORY_B_DOWNWARD_EXPANSION
144164,144171,2022-05-17 06:05:00+00:00,2022-05-17 06:40:00+00:00,8,0.67,0.4494,0.4666,0.8478,0.5243,0.0253,0.0115,0.0325,-0.0156,CATEGORY_B_DOWNWARD_EXPANSION
144204,144210,2022-05-17 09:25:00+00:00,2022-05-17 09:55:00+00:00,7,0.58,0.4791,0.5432,0.9345,0.4649,0.0019,0.0034,0.0389,-0.0224,CATEGORY_B_DOWNWARD_EXPANSION
144722,144739,2022-05-19 04:35:00+00:00,2022-05-19 06:00:00+00:00,18,1.5,0.4511,0.5425,1.456,0.4943,-0.0292,0.0573,0.0088,0.037,CATEGORY_A_UPWARD_EXPANSION
144874,144879,2022-05-19 17:15:00+00:00,2022-05-19 17:40:00+00:00,6,0.5,0.5908,0.6145,0.7299,0.5349,0.0369,0.022,0.046,-0.0398,CATEGORY_B_DOWNWARD_EXPANSION
144908,144917,2022-05-19 20:05:00+00:00,2022-05-19 20:50:00+00:00,10,0.83,0.451,0.506,1.537,0.4917,0.0261,0.0192,0.0486,-0.0342,CATEGORY_B_DOWNWARD_EXPANSION
144933,144941,2022-05-19 22:10:00+00:00,2022-05-19 22:50:00+00:00,9,0.75,0.4592,0.5235,0.866,0.4997,0.0228,0.0198,0.0481,-0.0332,CATEGORY_B_DOWNWARD_EXPANSION
144994,145005,2022-05-20 03:15:00+00:00,2022-05-20 04:10:00+00:00,12,1.0,0.4355,0.4972,1.0357,0.538,-0.0362,0.0108,0.049,-0.0312,CATEGORY_B_DOWNWARD_EXPANSION
145216,145222,2022-05-20 21:45:00+00:00,2022-05-20 22:15:00+00:00,7,0.58,0.5541,0.6075,1.0943,0.462,0.0164,0.0156,0.0087,0.0048,CATEGORY_C_FALSE_OR_CHOP
145278,145288,2022-05-21 02:55:00+00:00,2022-05-21 03:45:00+00:00,11,0.92,0.4809,0.5735,0.8352,0.5171,0.0939,0.0156,0.0011,0.005,CATEGORY_C_FALSE_OR_CHOP
145295,145304,2022-05-21 04:20:00+00:00,2022-05-21 05:05:00+00:00,10,0.83,0.2904,0.3645,1.351,0.4377,-0.0544,0.0146,0.0021,0.0039,CATEGORY_C_FALSE_OR_CHOP
145349,145355,2022-05-21 08:50:00+00:00,2022-05-21 09:20:00+00:00,7,0.58,0.3846,0.4744,0.7287,0.4868,0.0334,0.0107,0.0059,0.0076,CATEGORY_C_FALSE_OR_CHOP
145410,145415,2022-05-21 13:55:00+00:00,2022-05-21 14:20:00+00:00,6,0.5,0.3684,0.4191,0.6721,0.4246,-0.0566,0.035,0.0011,0.0248,CATEGORY_A_UPWARD_EXPANSION
145515,145523,2022-05-21 22:40:00+00:00,2022-05-21 23:20:00+00:00,9,0.75,0.4333,0.5071,1.576,0.4596,-0.0445,0.0357,0.0061,0.0327,CATEGORY_A_UPWARD_EXPANSION
145550,145557,2022-05-22 01:35:00+00:00,2022-05-22 02:10:00+00:00,8,0.67,0.5004,0.5373,1.5295,0.5066,-0.0483,0.0331,0.0087,0.0199,CATEGORY_A_UPWARD_EXPANSION
145606,145619,2022-05-22 06:15:00+00:00,2022-05-22 07:20:00+00:00,14,1.17,0.4104,0.4922,0.9349,0.4376,-0.0777,0.0427,0.0014,0.0399,CATEGORY_A_UPWARD_EXPANSION
146037,146042,2022-05-23 18:10:00+00:00,2022-05-23 18:35:00+00:00,6,0.5,0.5401,0.5964,1.7377,0.493,0.0091,0.0015,0.048,-0.0229,CATEGORY_B_DOWNWARD_EXPANSION
146137,146142,2022-05-24 02:30:00+00:00,2022-05-24 02:55:00+00:00,6,0.5,0.4651,0.5496,1.5693,0.5263,-0.028,0.0312,0.0204,0.029,CATEGORY_A_UPWARD_EXPANSION
146180,146185,2022-05-24 06:05:00+00:00,2022-05-24 06:30:00+00:00,6,0.5,0.3898,0.4141,0.9451,0.5852,-0.0406,0.0293,0.0236,0.0148,CATEGORY_C_FALSE_OR_CHOP
146377,146383,2022-05-24 22:30:00+00:00,2022-05-24 23:00:00+00:00,7,0.58,0.4215,0.5062,0.874,0.4402,-0.0635,0.0215,0.0099,0.0051,CATEGORY_A_UPWARD_EXPANSION
146451,146460,2022-05-25 04:40:00+00:00,2022-05-25 05:25:00+00:00,10,0.83,0.3616,0.4734,0.7664,0.5058,0.0248,0.0,0.0261,-0.0112,CATEGORY_B_DOWNWARD_EXPANSION
146646,146658,2022-05-25 20:55:00+00:00,2022-05-25 21:55:00+00:00,13,1.08,0.4965,0.5874,0.7783,0.4821,0.042,0.0021,0.0605,-0.0083,CATEGORY_B_DOWNWARD_EXPANSION
146660,146665,2022-05-25 22:05:00+00:00,2022-05-25 22:30:00+00:00,6,0.5,0.345,0.452,0.8968,0.4314,0.021,0.0032,0.0595,-0.0081,CATEGORY_B_DOWNWARD_EXPANSION
146710,146716,2022-05-26 02:15:00+00:00,2022-05-26 02:45:00+00:00,7,0.58,0.5172,0.679,1.0706,0.4906,0.0682,0.0031,0.0595,-0.0299,CATEGORY_B_DOWNWARD_EXPANSION
146733,146739,2022-05-26 04:10:00+00:00,2022-05-26 04:40:00+00:00,7,0.58,0.4667,0.6294,1.7967,0.5168,-0.1097,0.0007,0.0606,-0.0308,CATEGORY_B_DOWNWARD_EXPANSION
147084,147094,2022-05-27 09:25:00+00:00,2022-05-27 10:15:00+00:00,11,0.92,0.4692,0.4991,1.1226,0.5546,0.0688,0.0126,0.0258,-0.0087,CATEGORY_B_DOWNWARD_EXPANSION
147096,147101,2022-05-27 10:25:00+00:00,2022-05-27 10:50:00+00:00,6,0.5,0.4309,0.5261,0.8674,0.4835,0.083,0.0184,0.0202,-0.0015,CATEGORY_C_FALSE_OR_CHOP
147225,147233,2022-05-27 21:10:00+00:00,2022-05-27 21:50:00+00:00,9,0.75,0.4943,0.5562,0.561,0.5038,-0.0603,0.0168,0.0115,0.0084,CATEGORY_C_FALSE_OR_CHOP
147237,147246,2022-05-27 22:10:00+00:00,2022-05-27 22:55:00+00:00,10,0.83,0.5367,0.6144,1.063,0.4922,-0.0331,0.0154,0.0129,0.0059,CATEGORY_C_FALSE_OR_CHOP
147332,147337,2022-05-28 06:05:00+00:00,2022-05-28 06:30:00+00:00,6,0.5,0.4442,0.4769,0.7896,0.4956,0.0491,0.0137,0.0036,0.0046,CATEGORY_C_FALSE_OR_CHOP
147339,147347,2022-05-28 06:40:00+00:00,2022-05-28 07:20:00+00:00,9,0.75,0.3078,0.3695,1.1987,0.4285,-0.0256,0.0153,0.0021,0.0063,CATEGORY_C_FALSE_OR_CHOP
147377,147382,2022-05-28 09:50:00+00:00,2022-05-28 10:15:00+00:00,6,0.5,0.3372,0.3826,1.1357,0.4957,0.0511,0.0169,0.0003,0.0132,CATEGORY_C_FALSE_OR_CHOP
147384,147391,2022-05-28 10:25:00+00:00,2022-05-28 11:00:00+00:00,8,0.67,0.3802,0.4065,1.491,0.4594,-0.0106,0.0167,0.0,0.0139,CATEGORY_C_FALSE_OR_CHOP
147430,147435,2022-05-28 14:15:00+00:00,2022-05-28 14:40:00+00:00,6,0.5,0.5271,0.5625,0.5879,0.4336,0.0704,0.017,0.0073,0.0112,CATEGORY_C_FALSE_OR_CHOP
147478,147495,2022-05-28 18:15:00+00:00,2022-05-28 19:40:00+00:00,18,1.5,0.2817,0.3584,0.8747,0.441,-0.0386,0.0173,0.0051,0.0043,CATEGORY_C_FALSE_OR_CHOP
147551,147558,2022-05-29 00:20:00+00:00,2022-05-29 00:55:00+00:00,8,0.67,0.5603,0.5946,1.5414,0.3616,0.0161,0.0201,0.0057,0.0109,CATEGORY_A_UPWARD_EXPANSION
147577,147584,2022-05-29 02:30:00+00:00,2022-05-29 03:05:00+00:00,8,0.67,0.4517,0.5181,1.6163,0.5409,-0.0978,0.0521,0.0,0.048,CATEGORY_A_UPWARD_EXPANSION
147601,147609,2022-05-29 04:30:00+00:00,2022-05-29 05:10:00+00:00,9,0.75,0.5415,0.6028,0.8465,0.4865,-0.0999,0.0512,0.0,0.0493,CATEGORY_A_UPWARD_EXPANSION
147629,147635,2022-05-29 06:50:00+00:00,2022-05-29 07:20:00+00:00,7,0.58,0.4416,0.526,1.3725,0.4738,-0.1679,0.0662,0.0019,0.0556,CATEGORY_A_UPWARD_EXPANSION
148247,148254,2022-05-31 10:20:00+00:00,2022-05-31 10:55:00+00:00,8,0.67,0.3496,0.4067,1.3048,0.4837,0.0134,0.023,0.0148,-0.0037,CATEGORY_A_UPWARD_EXPANSION
148399,148404,2022-05-31 23:00:00+00:00,2022-05-31 23:25:00+00:00,6,0.5,0.3435,0.4365,0.7928,0.5118,0.0219,0.0033,0.0808,-0.0615,CATEGORY_B_DOWNWARD_EXPANSION
148516,148522,2022-06-01 08:45:00+00:00,2022-06-01 09:15:00+00:00,7,0.58,0.256,0.3076,0.6484,0.5416,-0.0295,0.0089,0.0733,-0.0518,CATEGORY_B_DOWNWARD_EXPANSION
148524,148530,2022-06-01 09:25:00+00:00,2022-06-01 09:55:00+00:00,7,0.58,0.3159,0.3321,0.7685,0.5303,-0.0625,0.0065,0.0756,-0.0556,CATEGORY_B_DOWNWARD_EXPANSION
148720,148737,2022-06-02 01:45:00+00:00,2022-06-02 03:10:00+00:00,18,1.5,0.2844,0.4128,1.1792,0.5183,-0.0482,0.031,0.006,0.0248,CATEGORY_A_UPWARD_EXPANSION
148801,148813,2022-06-02 08:30:00+00:00,2022-06-02 09:30:00+00:00,13,1.08,0.2765,0.3636,1.2286,0.4999,0.05,0.0241,0.0127,0.0082,CATEGORY_A_UPWARD_EXPANSION
149021,149030,2022-06-03 02:50:00+00:00,2022-06-03 03:35:00+00:00,10,0.83,0.3505,0.4037,1.1976,0.5349,0.0543,0.0017,0.0402,-0.03,CATEGORY_B_DOWNWARD_EXPANSION
149038,149043,2022-06-03 04:15:00+00:00,2022-06-03 04:40:00+00:00,6,0.5,0.3341,0.3693,0.9344,0.5202,-0.0619,0.0021,0.0398,-0.0269,CATEGORY_B_DOWNWARD_EXPANSION
149211,149219,2022-06-03 18:40:00+00:00,2022-06-03 19:20:00+00:00,9,0.75,0.4134,0.5138,1.3393,0.5144,0.014,0.0162,0.0009,0.0071,CATEGORY_C_FALSE_OR_CHOP
149261,149271,2022-06-03 22:50:00+00:00,2022-06-03 23:40:00+00:00,11,0.92,0.4152,0.5041,1.183,0.4615,0.0027,0.01,0.007,0.0035,CATEGORY_C_FALSE_OR_CHOP
149312,149322,2022-06-04 03:05:00+00:00,2022-06-04 03:55:00+00:00,11,0.92,0.33,0.3803,0.4093,0.5467,-0.0994,0.0145,0.0025,0.007,CATEGORY_C_FALSE_OR_CHOP
149337,149347,2022-06-04 05:10:00+00:00,2022-06-04 06:00:00+00:00,11,0.92,0.1924,0.3234,0.9644,0.5433,-0.0693,0.0102,0.0068,0.0033,CATEGORY_C_FALSE_OR_CHOP
149356,149364,2022-06-04 06:45:00+00:00,2022-06-04 07:25:00+00:00,9,0.75,0.3106,0.4138,0.9346,0.4573,0.0059,0.0108,0.0062,0.0047,CATEGORY_C_FALSE_OR_CHOP
149402,149409,2022-06-04 10:35:00+00:00,2022-06-04 11:10:00+00:00,8,0.67,0.2911,0.4013,0.4808,0.497,0.0329,0.0084,0.0085,-0.0046,CATEGORY_C_FALSE_OR_CHOP
149600,149606,2022-06-05 03:05:00+00:00,2022-06-05 03:35:00+00:00,7,0.58,0.4611,0.5172,1.4626,0.4601,-0.0954,0.0481,0.0085,0.0438,CATEGORY_A_UPWARD_EXPANSION
149633,149638,2022-06-05 05:50:00+00:00,2022-06-05 06:15:00+00:00,6,0.5,0.4871,0.5297,0.4522,0.4139,-0.0819,0.0527,0.0086,0.0481,CATEGORY_A_UPWARD_EXPANSION
150110,150123,2022-06-06 21:35:00+00:00,2022-06-06 22:40:00+00:00,14,1.17,0.4928,0.5954,1.1064,0.4877,-0.0536,0.005,0.0704,-0.0094,CATEGORY_B_DOWNWARD_EXPANSION
