start_idx,end_idx,start_time,end_time,duration_candles,duration_hours,min_compression_ratio,mean_compression_ratio,vol_trend_ratio,mean_taker_buy_ratio,taker_drift,up_move_max,down_move_max,net_return_24h,outcome_category
45,50,2021-01-01 03:45:00+00:00,2021-01-01 04:10:00+00:00,6,0.5,1.0,1.0,1.2604,0.4988,0.0072,0.0106,0.0227,-0.0011,CATEGORY_B_DOWNWARD_EXPANSION
200,207,2021-01-01 16:40:00+00:00,2021-01-01 17:15:00+00:00,8,0.67,0.3736,0.5016,1.0045,0.45,-0.0582,0.1267,0.0227,0.1141,CATEGORY_A_UPWARD_EXPANSION
243,260,2021-01-01 20:15:00+00:00,2021-01-01 21:40:00+00:00,18,1.5,0.4963,0.5503,1.0437,0.5332,0.0306,0.1396,0.0093,0.0819,CATEGORY_A_UPWARD_EXPANSION
272,277,2021-01-01 22:40:00+00:00,2021-01-01 23:05:00+00:00,6,0.5,0.45,0.4755,1.065,0.4656,0.0049,0.1374,0.0113,0.0895,CATEGORY_A_UPWARD_EXPANSION
332,337,2021-01-02 03:40:00+00:00,2021-01-02 04:05:00+00:00,6,0.5,0.3665,0.4602,1.2479,0.4749,-0.0086,0.1373,0.0021,0.1154,CATEGORY_A_UPWARD_EXPANSION
713,718,2021-01-03 11:25:00+00:00,2021-01-03 11:50:00+00:00,6,0.5,0.5745,0.5884,1.6214,0.5903,0.0138,0.0082,0.1803,-0.1029,CATEGORY_B_DOWNWARD_EXPANSION
914,920,2021-01-04 04:10:00+00:00,2021-01-04 04:40:00+00:00,7,0.58,0.6317,0.6641,0.8254,0.4769,0.0313,0.0047,0.1541,-0.0557,CATEGORY_B_DOWNWARD_EXPANSION
1134,1139,2021-01-04 22:30:00+00:00,2021-01-04 22:55:00+00:00,6,0.5,0.3342,0.3976,1.1258,0.5682,-0.1141,0.0966,0.0457,0.091,CATEGORY_A_UPWARD_EXPANSION
1180,1185,2021-01-05 02:20:00+00:00,2021-01-05 02:45:00+00:00,6,0.5,0.4702,0.5099,0.6422,0.5237,0.012,0.063,0.075,0.0538,CATEGORY_C_FALSE_OR_CHOP
1311,1316,2021-01-05 13:15:00+00:00,2021-01-05 13:40:00+00:00,6,0.5,0.5499,0.5762,1.1213,0.4701,0.0062,0.1244,0.0219,0.083,CATEGORY_A_UPWARD_EXPANSION
1359,1366,2021-01-05 17:15:00+00:00,2021-01-05 17:50:00+00:00,8,0.67,0.5172,0.5459,0.975,0.4421,0.0084,0.0998,0.0001,0.072,CATEGORY_A_UPWARD_EXPANSION
1405,1412,2021-01-05 21:05:00+00:00,2021-01-05 21:40:00+00:00,8,0.67,0.491,0.5628,1.107,0.4895,0.017,0.0785,0.0156,0.0635,CATEGORY_A_UPWARD_EXPANSION
1459,1467,2021-01-06 01:35:00+00:00,2021-01-06 02:15:00+00:00,9,0.75,0.694,0.722,1.1142,0.5013,0.0863,0.0935,0.0218,0.0756,CATEGORY_A_UPWARD_EXPANSION
1711,1716,2021-01-06 22:35:00+00:00,2021-01-06 23:00:00+00:00,6,0.5,0.5715,0.6472,1.2167,0.5005,-0.0361,0.1145,0.0019,0.0876,CATEGORY_A_UPWARD_EXPANSION
1781,1787,2021-01-07 04:25:00+00:00,2021-01-07 04:55:00+00:00,7,0.58,0.61,0.6891,0.9867,0.5117,-0.0144,0.0778,0.0307,0.0325,CATEGORY_A_UPWARD_EXPANSION
1860,1865,2021-01-07 11:00:00+00:00,2021-01-07 11:25:00+00:00,6,0.5,0.5968,0.6209,0.9769,0.4665,-0.0229,0.1159,0.0185,0.1065,CATEGORY_A_UPWARD_EXPANSION
2296,2303,2021-01-08 23:20:00+00:00,2021-01-08 23:55:00+00:00,8,0.67,0.5764,0.6813,0.8654,0.5066,-0.1215,0.0196,0.0459,-0.0122,CATEGORY_B_DOWNWARD_EXPANSION
2457,2463,2021-01-09 12:45:00+00:00,2021-01-09 13:15:00+00:00,7,0.58,0.3504,0.3999,1.2763,0.5458,-0.0132,0.0143,0.0575,-0.0209,CATEGORY_B_DOWNWARD_EXPANSION
2510,2515,2021-01-09 17:10:00+00:00,2021-01-09 17:35:00+00:00,6,0.5,0.5593,0.6924,0.6995,0.4496,-0.0373,0.0229,0.0797,-0.0767,CATEGORY_B_DOWNWARD_EXPANSION
2521,2531,2021-01-09 18:05:00+00:00,2021-01-09 18:55:00+00:00,11,0.92,0.4745,0.4952,1.0607,0.4417,-0.0783,0.0172,0.0849,-0.0625,CATEGORY_B_DOWNWARD_EXPANSION
2533,2544,2021-01-09 19:05:00+00:00,2021-01-09 20:00:00+00:00,12,1.0,0.4051,0.4502,0.8365,0.4738,-0.1149,0.0155,0.0886,-0.0773,CATEGORY_B_DOWNWARD_EXPANSION
2584,2589,2021-01-09 23:20:00+00:00,2021-01-09 23:45:00+00:00,6,0.5,0.5447,0.6106,1.3077,0.5219,0.0386,0.0282,0.1269,-0.0436,CATEGORY_B_DOWNWARD_EXPANSION
2666,2671,2021-01-10 06:10:00+00:00,2021-01-10 06:35:00+00:00,6,0.5,0.6252,0.6368,0.8674,0.4886,0.0325,0.008,0.1775,-0.1682,CATEGORY_B_DOWNWARD_EXPANSION
3177,3186,2021-01-12 00:45:00+00:00,2021-01-12 01:30:00+00:00,10,0.83,0.5221,0.5803,1.0526,0.5038,-0.0565,0.0552,0.0672,-0.055,CATEGORY_C_FALSE_OR_CHOP
3209,3214,2021-01-12 03:25:00+00:00,2021-01-12 03:50:00+00:00,6,0.5,0.5799,0.5848,0.6753,0.5052,-0.0519,0.0566,0.066,-0.0271,CATEGORY_C_FALSE_OR_CHOP
3283,3288,2021-01-12 09:35:00+00:00,2021-01-12 10:00:00+00:00,6,0.5,0.4114,0.5,1.1546,0.4913,-0.0352,0.0004,0.1031,-0.0402,CATEGORY_B_DOWNWARD_EXPANSION
3374,3380,2021-01-12 17:10:00+00:00,2021-01-12 17:40:00+00:00,7,0.58,0.7019,0.7812,0.7415,0.459,-0.0361,0.0248,0.0666,0.0057,CATEGORY_B_DOWNWARD_EXPANSION
3639,3644,2021-01-13 15:15:00+00:00,2021-01-13 15:40:00+00:00,6,0.5,0.7238,0.7459,0.6523,0.4422,0.0468,0.1561,0.0085,0.1419,CATEGORY_A_UPWARD_EXPANSION
3650,3661,2021-01-13 16:10:00+00:00,2021-01-13 17:05:00+00:00,12,1.0,0.3517,0.4768,0.8774,0.4948,0.0024,0.1534,0.0033,0.1362,CATEGORY_A_UPWARD_EXPANSION
3775,3782,2021-01-14 02:35:00+00:00,2021-01-14 03:10:00+00:00,8,0.67,0.6497,0.7387,0.5829,0.5036,-0.0439,0.0724,0.0185,0.042,CATEGORY_A_UPWARD_EXPANSION
3794,3800,2021-01-14 04:10:00+00:00,2021-01-14 04:40:00+00:00,7,0.58,0.7725,0.8021,0.8949,0.5108,-0.062,0.0739,0.0021,0.0353,CATEGORY_A_UPWARD_EXPANSION
3957,3965,2021-01-14 17:45:00+00:00,2021-01-14 18:25:00+00:00,9,0.75,0.5351,0.6495,1.1605,0.5719,0.0635,0.0137,0.1266,-0.089,CATEGORY_B_DOWNWARD_EXPANSION
4044,4052,2021-01-15 01:00:00+00:00,2021-01-15 01:40:00+00:00,9,0.75,0.6569,0.739,0.9665,0.5118,-0.0156,0.0008,0.1278,-0.0644,CATEGORY_B_DOWNWARD_EXPANSION
4434,4439,2021-01-16 09:30:00+00:00,2021-01-16 09:55:00+00:00,6,0.5,0.4302,0.5402,1.0668,0.481,-0.062,0.0134,0.0921,-0.0874,CATEGORY_B_DOWNWARD_EXPANSION
4461,4466,2021-01-16 11:45:00+00:00,2021-01-16 12:10:00+00:00,6,0.5,0.5757,0.6036,1.4473,0.5371,0.116,0.0003,0.1033,-0.0651,CATEGORY_B_DOWNWARD_EXPANSION
4566,4571,2021-01-16 20:30:00+00:00,2021-01-16 20:55:00+00:00,6,0.5,0.4684,0.5437,0.5312,0.4396,0.0466,0.0009,0.0779,-0.0174,CATEGORY_B_DOWNWARD_EXPANSION
5064,5069,2021-01-18 14:00:00+00:00,2021-01-18 14:25:00+00:00,6,0.5,0.6461,0.6761,0.8539,0.4789,-0.0463,0.0197,0.0383,0.0102,CATEGORY_B_DOWNWARD_EXPANSION
5161,5167,2021-01-18 22:05:00+00:00,2021-01-18 22:35:00+00:00,7,0.58,0.5776,0.6123,0.9154,0.5148,0.0224,0.0425,0.0084,0.0042,CATEGORY_A_UPWARD_EXPANSION
5242,5250,2021-01-19 04:50:00+00:00,2021-01-19 05:30:00+00:00,9,0.75,0.6487,0.7062,1.0059,0.4102,-0.0672,0.0386,0.0468,-0.0274,CATEGORY_C_FALSE_OR_CHOP
5302,5309,2021-01-19 09:50:00+00:00,2021-01-19 10:25:00+00:00,8,0.67,0.6327,0.6801,0.879,0.419,-0.0451,0.0188,0.0755,-0.0643,CATEGORY_B_DOWNWARD_EXPANSION
5450,5455,2021-01-19 22:10:00+00:00,2021-01-19 22:35:00+00:00,6,0.5,0.6848,0.7331,1.5476,0.4412,-0.1497,0.0086,0.0839,-0.0393,CATEGORY_B_DOWNWARD_EXPANSION
5537,5544,2021-01-20 05:25:00+00:00,2021-01-20 06:00:00+00:00,8,0.67,0.6505,0.7132,0.9792,0.4681,0.0724,0.0144,0.0573,-0.022,CATEGORY_B_DOWNWARD_EXPANSION
5692,5698,2021-01-20 18:20:00+00:00,2021-01-20 18:50:00+00:00,7,0.58,0.4705,0.6483,0.6249,0.468,-0.0143,0.0201,0.1124,-0.094,CATEGORY_B_DOWNWARD_EXPANSION
5764,5770,2021-01-21 00:20:00+00:00,2021-01-21 00:50:00+00:00,7,0.58,0.5711,0.6149,1.0617,0.4773,-0.0221,0.0073,0.1681,-0.1505,CATEGORY_B_DOWNWARD_EXPANSION
6220,6228,2021-01-22 14:20:00+00:00,2021-01-22 15:00:00+00:00,9,0.75,0.3915,0.5018,0.6599,0.4663,0.059,0.0411,0.0339,-0.0212,CATEGORY_C_FALSE_OR_CHOP
6300,6308,2021-01-22 21:00:00+00:00,2021-01-22 21:40:00+00:00,9,0.75,0.3935,0.4462,0.7748,0.4733,-0.0121,0.0031,0.063,-0.0367,CATEGORY_B_DOWNWARD_EXPANSION
6375,6383,2021-01-23 03:15:00+00:00,2021-01-23 03:55:00+00:00,9,0.75,0.448,0.6412,0.9171,0.5247,-0.0323,0.0337,0.0301,0.0036,CATEGORY_C_FALSE_OR_CHOP
6388,6397,2021-01-23 04:20:00+00:00,2021-01-23 05:05:00+00:00,10,0.83,0.6538,0.6899,0.6232,0.4869,-0.0016,0.0284,0.0351,0.0104,CATEGORY_C_FALSE_OR_CHOP
6523,6530,2021-01-23 15:35:00+00:00,2021-01-23 16:10:00+00:00,8,0.67,0.5458,0.6353,1.292,0.4842,-0.0526,0.0376,0.0076,-0.0028,CATEGORY_A_UPWARD_EXPANSION
6537,6546,2021-01-23 16:45:00+00:00,2021-01-23 17:30:00+00:00,10,0.83,0.5119,0.6586,0.8488,0.5125,-0.0402,0.0304,0.0186,-0.0039,CATEGORY_A_UPWARD_EXPANSION
6558,6563,2021-01-23 18:30:00+00:00,2021-01-23 18:55:00+00:00,6,0.5,0.5816,0.6768,0.7043,0.4881,-0.0495,0.0281,0.0208,-0.0104,CATEGORY_A_UPWARD_EXPANSION
6585,6591,2021-01-23 20:45:00+00:00,2021-01-23 21:15:00+00:00,7,0.58,0.6152,0.6599,1.1187,0.5136,-0.047,0.0261,0.0412,-0.0157,CATEGORY_B_DOWNWARD_EXPANSION
6637,6642,2021-01-24 01:05:00+00:00,2021-01-24 01:30:00+00:00,6,0.5,0.4392,0.4755,0.6724,0.5013,-0.0522,0.0366,0.0315,0.0197,CATEGORY_C_FALSE_OR_CHOP
6738,6746,2021-01-24 09:30:00+00:00,2021-01-24 10:10:00+00:00,9,0.75,0.527,0.5768,0.756,0.4717,0.0916,0.0362,0.0527,0.0089,CATEGORY_B_DOWNWARD_EXPANSION
6748,6754,2021-01-24 10:20:00+00:00,2021-01-24 10:50:00+00:00,7,0.58,0.3054,0.4073,0.9567,0.5506,0.0675,0.0356,0.0532,0.0147,CATEGORY_B_DOWNWARD_EXPANSION
6761,6766,2021-01-24 11:25:00+00:00,2021-01-24 11:50:00+00:00,6,0.5,0.7469,0.7559,0.783,0.531,0.1052,0.032,0.0565,0.0124,CATEGORY_B_DOWNWARD_EXPANSION
6846,6853,2021-01-24 18:30:00+00:00,2021-01-24 19:05:00+00:00,8,0.67,0.4271,0.5434,1.2838,0.5377,-0.0931,0.0988,0.0265,0.0623,CATEGORY_A_UPWARD_EXPANSION
6972,6982,2021-01-25 05:00:00+00:00,2021-01-25 05:50:00+00:00,11,0.92,0.5964,0.6853,1.0417,0.4747,0.0097,0.0491,0.0547,-0.0321,CATEGORY_C_FALSE_OR_CHOP
7410,7415,2021-01-26 17:30:00+00:00,2021-01-26 17:55:00+00:00,6,0.5,0.6756,0.7228,1.3467,0.5759,0.075,0.0229,0.0914,-0.0519,CATEGORY_B_DOWNWARD_EXPANSION
7856,7861,2021-01-28 06:40:00+00:00,2021-01-28 07:05:00+00:00,6,0.5,0.5662,0.6288,1.0005,0.55,-0.0504,0.0907,0.0205,0.0333,CATEGORY_A_UPWARD_EXPANSION
7988,7993,2021-01-28 17:40:00+00:00,2021-01-28 18:05:00+00:00,6,0.5,0.3642,0.4526,1.6042,0.4988,0.0335,0.1913,0.0132,0.1023,CATEGORY_A_UPWARD_EXPANSION
8452,8460,2021-01-30 08:20:00+00:00,2021-01-30 09:00:00+00:00,9,0.75,0.3539,0.4982,0.7484,0.4724,0.0404,0.0246,0.0192,-0.0078,CATEGORY_C_FALSE_OR_CHOP
8505,8512,2021-01-30 12:45:00+00:00,2021-01-30 13:20:00+00:00,8,0.67,0.3989,0.5087,0.9968,0.4818,-0.014,0.0293,0.0179,-0.0003,CATEGORY_A_UPWARD_EXPANSION
8569,8582,2021-01-30 18:05:00+00:00,2021-01-30 19:10:00+00:00,14,1.17,0.3059,0.3659,1.0952,0.533,-0.0097,0.0129,0.0636,-0.0458,CATEGORY_B_DOWNWARD_EXPANSION
8589,8594,2021-01-30 19:45:00+00:00,2021-01-30 20:10:00+00:00,6,0.5,0.6336,0.6584,0.9952,0.4884,-0.0743,0.0132,0.0633,-0.0511,CATEGORY_B_DOWNWARD_EXPANSION
8689,8694,2021-01-31 04:05:00+00:00,2021-01-31 04:30:00+00:00,6,0.5,0.5078,0.529,0.6707,0.4943,-0.022,0.0073,0.053,-0.0105,CATEGORY_B_DOWNWARD_EXPANSION
8727,8732,2021-01-31 07:15:00+00:00,2021-01-31 07:40:00+00:00,6,0.5,0.5016,0.556,0.8019,0.5222,0.0154,0.0211,0.0458,0.0007,CATEGORY_B_DOWNWARD_EXPANSION
8803,8809,2021-01-31 13:35:00+00:00,2021-01-31 14:05:00+00:00,7,0.58,0.483,0.5662,0.7605,0.4512,0.0643,0.0319,0.0437,0.0043,CATEGORY_B_DOWNWARD_EXPANSION
9024,9030,2021-02-01 08:00:00+00:00,2021-02-01 08:30:00+00:00,7,0.58,0.4444,0.6081,0.934,0.4929,0.018,0.0309,0.0162,0.016,CATEGORY_A_UPWARD_EXPANSION
9111,9116,2021-02-01 15:15:00+00:00,2021-02-01 15:40:00+00:00,6,0.5,0.5802,0.6154,1.076,0.449,-0.0671,0.0623,0.0132,0.0322,CATEGORY_A_UPWARD_EXPANSION
9193,9198,2021-02-01 22:05:00+00:00,2021-02-01 22:30:00+00:00,6,0.5,0.4809,0.5892,0.5264,0.4363,0.0657,0.0697,0.0066,0.0617,CATEGORY_A_UPWARD_EXPANSION
9251,9257,2021-02-02 02:55:00+00:00,2021-02-02 03:25:00+00:00,7,0.58,0.5368,0.6167,0.7463,0.4334,-0.0761,0.0804,0.0043,0.0747,CATEGORY_A_UPWARD_EXPANSION
9343,9352,2021-02-02 10:35:00+00:00,2021-02-02 11:20:00+00:00,10,0.83,0.4963,0.6436,1.2544,0.5342,-0.0283,0.0496,0.022,0.0261,CATEGORY_A_UPWARD_EXPANSION
9427,9437,2021-02-02 17:35:00+00:00,2021-02-02 18:25:00+00:00,11,0.92,0.4693,0.5266,0.8165,0.4491,0.0204,0.0679,0.0003,0.0633,CATEGORY_A_UPWARD_EXPANSION
9524,9533,2021-02-03 01:40:00+00:00,2021-02-03 02:25:00+00:00,10,0.83,0.3647,0.5533,0.8814,0.4962,-0.0391,0.0662,0.0111,0.0501,CATEGORY_A_UPWARD_EXPANSION
9565,9575,2021-02-03 05:05:00+00:00,2021-02-03 05:55:00+00:00,11,0.92,0.4403,0.5204,0.9561,0.5256,0.1024,0.0501,0.026,0.0307,CATEGORY_A_UPWARD_EXPANSION
9745,9751,2021-02-03 20:05:00+00:00,2021-02-03 20:35:00+00:00,7,0.58,0.5143,0.5863,0.7853,0.4665,0.0398,0.0506,0.0185,0.0178,CATEGORY_A_UPWARD_EXPANSION
10093,10098,2021-02-05 01:05:00+00:00,2021-02-05 01:30:00+00:00,6,0.5,0.6164,0.6617,0.9907,0.532,-0.081,0.0606,0.0156,0.0575,CATEGORY_A_UPWARD_EXPANSION
10132,10142,2021-02-05 04:20:00+00:00,2021-02-05 05:10:00+00:00,11,0.92,0.3836,0.5015,0.8163,0.5161,0.0123,0.0634,0.0082,0.0413,CATEGORY_A_UPWARD_EXPANSION
10193,10198,2021-02-05 09:25:00+00:00,2021-02-05 09:50:00+00:00,6,0.5,0.4421,0.5498,0.9084,0.4823,0.0091,0.0639,0.0078,0.0612,CATEGORY_A_UPWARD_EXPANSION
10218,10223,2021-02-05 11:30:00+00:00,2021-02-05 11:55:00+00:00,6,0.5,0.5966,0.6347,0.7164,0.4209,-0.0101,0.074,0.0122,0.0666,CATEGORY_A_UPWARD_EXPANSION
10286,10296,2021-02-05 17:10:00+00:00,2021-02-05 18:00:00+00:00,11,0.92,0.4075,0.6089,0.9391,0.4741,0.0433,0.0826,0.0159,0.06,CATEGORY_A_UPWARD_EXPANSION
10298,10303,2021-02-05 18:10:00+00:00,2021-02-05 18:35:00+00:00,6,0.5,0.4072,0.4715,0.947,0.5013,0.1318,0.0858,0.013,0.0707,CATEGORY_A_UPWARD_EXPANSION
10322,10332,2021-02-05 20:10:00+00:00,2021-02-05 21:00:00+00:00,11,0.92,0.407,0.456,1.1581,0.5008,0.0224,0.086,0.0016,0.0639,CATEGORY_A_UPWARD_EXPANSION
10336,10345,2021-02-05 21:20:00+00:00,2021-02-05 22:05:00+00:00,10,0.83,0.5629,0.5918,0.9546,0.4785,-0.0075,0.0829,0.0045,0.0628,CATEGORY_A_UPWARD_EXPANSION
10359,10365,2021-02-05 23:15:00+00:00,2021-02-05 23:45:00+00:00,7,0.58,0.6396,0.6832,1.0602,0.5122,-0.0062,0.0793,0.0002,0.0335,CATEGORY_A_UPWARD_EXPANSION
10535,10540,2021-02-06 13:55:00+00:00,2021-02-06 14:20:00+00:00,6,0.5,0.5755,0.5911,0.8781,0.5029,-0.0162,0.0142,0.0609,-0.0443,CATEGORY_B_DOWNWARD_EXPANSION
10626,10632,2021-02-06 21:30:00+00:00,2021-02-06 22:00:00+00:00,7,0.58,0.5358,0.5773,0.8374,0.4433,0.0353,0.0111,0.0668,-0.0388,CATEGORY_B_DOWNWARD_EXPANSION
10882,10888,2021-02-07 18:50:00+00:00,2021-02-07 19:20:00+00:00,7,0.58,0.6738,0.723,0.7729,0.456,0.0702,0.1755,0.0144,0.122,CATEGORY_A_UPWARD_EXPANSION
11006,11011,2021-02-08 05:10:00+00:00,2021-02-08 05:35:00+00:00,6,0.5,0.4007,0.4978,1.5395,0.4862,-0.0681,0.2277,0.0018,0.2012,CATEGORY_A_UPWARD_EXPANSION
11081,11087,2021-02-08 11:25:00+00:00,2021-02-08 11:55:00+00:00,7,0.58,0.3348,0.4046,1.0457,0.5427,0.0117,0.2212,0.0083,0.1765,CATEGORY_A_UPWARD_EXPANSION
11378,11383,2021-02-09 12:10:00+00:00,2021-02-09 12:35:00+00:00,6,0.5,0.5166,0.5425,1.2509,0.4109,0.0236,0.0299,0.033,-0.0292,CATEGORY_C_FALSE_OR_CHOP
11455,11461,2021-02-09 18:35:00+00:00,2021-02-09 19:05:00+00:00,7,0.58,0.4893,0.6428,0.6688,0.4899,0.0247,0.0082,0.0719,-0.0463,CATEGORY_B_DOWNWARD_EXPANSION
11524,11529,2021-02-10 00:20:00+00:00,2021-02-10 00:45:00+00:00,6,0.5,0.6032,0.6139,0.7126,0.5217,0.0305,0.0144,0.0624,-0.0563,CATEGORY_B_DOWNWARD_EXPANSION
11573,11580,2021-02-10 04:25:00+00:00,2021-02-10 05:00:00+00:00,8,0.67,0.6808,0.7045,0.8139,0.5102,0.0167,0.0311,0.047,-0.0237,CATEGORY_B_DOWNWARD_EXPANSION
11582,11587,2021-02-10 05:10:00+00:00,2021-02-10 05:35:00+00:00,6,0.5,0.7023,0.7197,1.1611,0.5312,-0.0405,0.0233,0.0542,-0.0362,CATEGORY_B_DOWNWARD_EXPANSION
11600,11605,2021-02-10 06:40:00+00:00,2021-02-10 07:05:00+00:00,6,0.5,0.3603,0.4602,1.0004,0.5382,0.0368,0.0151,0.0618,-0.0426,CATEGORY_B_DOWNWARD_EXPANSION
11740,11747,2021-02-10 18:20:00+00:00,2021-02-10 18:55:00+00:00,8,0.67,0.6922,0.7088,1.1054,0.5197,0.0955,0.0734,0.0243,0.0625,CATEGORY_A_UPWARD_EXPANSION
11779,11792,2021-02-10 21:35:00+00:00,2021-02-10 22:40:00+00:00,14,1.17,0.3145,0.4516,0.6925,0.5221,-0.0256,0.0768,0.0269,0.0611,CATEGORY_A_UPWARD_EXPANSION
11843,11852,2021-02-11 02:55:00+00:00,2021-02-11 03:40:00+00:00,10,0.83,0.0,0.1437,1.0,0.5,0.0,0.0988,0.0041,0.0603,CATEGORY_A_UPWARD_EXPANSION
11992,11997,2021-02-11 16:35:00+00:00,2021-02-11 17:00:00+00:00,6,0.5,0.6182,0.6583,0.6919,0.5098,0.0103,0.0285,0.0316,-0.0007,CATEGORY_C_FALSE_OR_CHOP
12062,12074,2021-02-11 22:25:00+00:00,2021-02-11 23:25:00+00:00,13,1.08,0.4643,0.5439,1.2672,0.4468,0.0539,0.0269,0.0331,-0.0033,CATEGORY_C_FALSE_OR_CHOP
12149,12155,2021-02-12 05:40:00+00:00,2021-02-12 06:10:00+00:00,7,0.58,0.581,0.6329,1.8418,0.449,-0.0797,0.0281,0.0152,0.0178,CATEGORY_A_UPWARD_EXPANSION
12270,12275,2021-02-12 15:45:00+00:00,2021-02-12 16:10:00+00:00,6,0.5,0.628,0.651,1.073,0.4845,0.1138,0.019,0.0223,-0.0016,CATEGORY_C_FALSE_OR_CHOP
12328,12333,2021-02-12 20:35:00+00:00,2021-02-12 21:00:00+00:00,6,0.5,0.467,0.503,0.6186,0.4828,0.0449,0.01,0.0309,-0.016,CATEGORY_B_DOWNWARD_EXPANSION
12383,12391,2021-02-13 01:10:00+00:00,2021-02-13 01:50:00+00:00,9,0.75,0.3684,0.4384,1.0489,0.5274,-0.026,0.0095,0.0313,-0.0064,CATEGORY_B_DOWNWARD_EXPANSION
12393,12399,2021-02-13 02:00:00+00:00,2021-02-13 02:30:00+00:00,7,0.58,0.2355,0.3069,1.1117,0.5005,0.0254,0.0104,0.0304,-0.0047,CATEGORY_B_DOWNWARD_EXPANSION
12448,12453,2021-02-13 06:35:00+00:00,2021-02-13 07:00:00+00:00,6,0.5,0.6149,0.6596,0.8582,0.5003,0.014,0.036,0.0312,0.0199,CATEGORY_C_FALSE_OR_CHOP
12594,12599,2021-02-13 18:45:00+00:00,2021-02-13 19:10:00+00:00,6,0.5,0.4328,0.4578,1.1063,0.4822,0.0079,0.0603,0.0049,0.0411,CATEGORY_A_UPWARD_EXPANSION
12612,12617,2021-02-13 20:15:00+00:00,2021-02-13 20:40:00+00:00,6,0.5,0.613,0.6441,0.7495,0.484,0.0764,0.0621,0.0021,0.0463,CATEGORY_A_UPWARD_EXPANSION
12861,12868,2021-02-14 17:00:00+00:00,2021-02-14 17:35:00+00:00,8,0.67,0.5644,0.6143,0.5315,0.5162,0.0369,0.0086,0.0677,-0.0051,CATEGORY_B_DOWNWARD_EXPANSION
13022,13027,2021-02-15 06:25:00+00:00,2021-02-15 06:50:00+00:00,6,0.5,0.3817,0.5119,0.8802,0.4697,0.0801,0.0642,0.0032,0.0421,CATEGORY_A_UPWARD_EXPANSION
13264,13271,2021-02-16 02:35:00+00:00,2021-02-16 03:10:00+00:00,8,0.67,0.5927,0.6436,0.673,0.5221,-0.0525,0.0436,0.0169,0.0193,CATEGORY_A_UPWARD_EXPANSION
13342,13347,2021-02-16 09:05:00+00:00,2021-02-16 09:30:00+00:00,6,0.5,0.5661,0.5739,1.4121,0.4537,-0.0203,0.0507,0.0254,0.0465,CATEGORY_A_UPWARD_EXPANSION
13354,13359,2021-02-16 10:05:00+00:00,2021-02-16 10:30:00+00:00,6,0.5,0.6436,0.7008,0.8624,0.509,-0.0305,0.0509,0.029,0.0458,CATEGORY_A_UPWARD_EXPANSION
13723,13733,2021-02-17 16:50:00+00:00,2021-02-17 17:40:00+00:00,11,0.92,0.5306,0.6367,0.6819,0.5055,-0.0577,0.0269,0.0066,0.0125,CATEGORY_A_UPWARD_EXPANSION
13787,13792,2021-02-17 22:10:00+00:00,2021-02-17 22:35:00+00:00,6,0.5,0.4617,0.5909,0.9965,0.4888,0.0355,0.0058,0.0254,-0.01,CATEGORY_B_DOWNWARD_EXPANSION
13931,13938,2021-02-18 10:10:00+00:00,2021-02-18 10:45:00+00:00,8,0.67,0.6198,0.6715,1.3182,0.4589,-0.0371,0.0273,0.0168,0.025,CATEGORY_A_UPWARD_EXPANSION
14024,14030,2021-02-18 17:55:00+00:00,2021-02-18 18:25:00+00:00,7,0.58,0.6865,0.7294,1.5273,0.5545,0.1037,0.0514,0.028,0.0498,CATEGORY_A_UPWARD_EXPANSION
14182,14188,2021-02-19 07:05:00+00:00,2021-02-19 07:35:00+00:00,7,0.58,0.6584,0.7082,0.8359,0.5162,-0.0379,0.0947,0.0012,0.073,CATEGORY_A_UPWARD_EXPANSION
14460,14467,2021-02-20 06:15:00+00:00,2021-02-20 06:50:00+00:00,8,0.67,0.3233,0.4539,0.8348,0.4935,0.0549,0.0337,0.035,0.0101,CATEGORY_C_FALSE_OR_CHOP
14618,14624,2021-02-20 19:25:00+00:00,2021-02-20 19:55:00+00:00,7,0.58,0.4904,0.5412,1.1644,0.5158,-0.019,0.0242,0.0546,0.0193,CATEGORY_B_DOWNWARD_EXPANSION
14687,14695,2021-02-21 01:10:00+00:00,2021-02-21 01:50:00+00:00,9,0.75,0.5791,0.6426,1.0341,0.478,-0.0228,0.0402,0.005,0.014,CATEGORY_A_UPWARD_EXPANSION
14743,14752,2021-02-21 05:50:00+00:00,2021-02-21 06:35:00+00:00,10,0.83,0.4086,0.5192,1.0248,0.49,-0.0209,0.0343,0.0233,-0.0062,CATEGORY_A_UPWARD_EXPANSION
14812,14817,2021-02-21 11:35:00+00:00,2021-02-21 12:00:00+00:00,6,0.5,0.5296,0.5742,1.3029,0.6591,0.0875,0.0203,0.0644,-0.0539,CATEGORY_B_DOWNWARD_EXPANSION
14878,14884,2021-02-21 17:05:00+00:00,2021-02-21 17:35:00+00:00,7,0.58,0.6013,0.6631,0.7108,0.4864,0.0067,0.015,0.1717,-0.0849,CATEGORY_B_DOWNWARD_EXPANSION
14954,14960,2021-02-21 23:25:00+00:00,2021-02-21 23:55:00+00:00,7,0.58,0.4577,0.5478,1.0554,0.4299,-0.0526,0.0017,0.1705,-0.0578,CATEGORY_B_DOWNWARD_EXPANSION
