macro_regime,CHOPPY_CONSOLIDATION,COMPRESSION_ACCUMULATION,PERSISTENT_TREND_BEAR,PERSISTENT_TREND_BULL,VOLATILITY_EXPANSION
CHOPPY_CONSOLIDATION,0.986434818341805,0.011416728455168348,0.0005940629438722184,0.0005270633637362539,0.001027326895418122
COMPRESSION_ACCUMULATION,0.016244725738396623,0.9830500301386378,7.233273056057866e-05,0.00028330319469559975,0.00034960819770946355
PERSISTENT_TREND_BEAR,0.008964143426294821,0.006750774679061532,0.9816290393979638,0.0,0.0026560424966799467
PERSISTENT_TREND_BULL,0.01127678235810049,0.009647913795263752,0.0,0.977822328029069,0.001252975817566721
VOLATILITY_EXPANSION,0.012504543802253725,0.008505997818974919,0.0015267175572519084,0.0008724100327153762,0.9765903307888041
