event_bar_idx,event_datetime,control_bar_idx,control_datetime,session,rv_quintile
53311,2021-07-05 12:30:00+00:00,426667,2025-01-22 05:20:00+00:00,0.0,3
53311,2021-07-05 12:30:00+00:00,234794,2023-03-27 23:55:00+00:00,0.0,3
53311,2021-07-05 12:30:00+00:00,84165,2021-10-20 22:10:00+00:00,0.0,3
53311,2021-07-05 12:30:00+00:00,344315,2024-04-11 06:40:00+00:00,0.0,3
55327,2021-07-12 12:30:00+00:00,191768,2022-10-29 13:05:00+00:00,0.0,2
55327,2021-07-12 12:30:00+00:00,262002,2023-06-30 11:15:00+00:00,0.0,2
55327,2021-07-12 12:30:00+00:00,340440,2024-03-28 19:45:00+00:00,0.0,2
55327,2021-07-12 12:30:00+00:00,330469,2024-02-23 04:50:00+00:00,0.0,2
55327,2021-07-12 12:30:00+00:00,35185,2021-05-03 14:00:00+00:00,0.0,2
60001,2021-07-28 18:00:00+00:00,3789,2021-01-14 03:45:00+00:00,0.0,4
60001,2021-07-28 18:00:00+00:00,748,2021-01-03 14:20:00+00:00,0.0,4
60001,2021-07-28 18:00:00+00:00,430340,2025-02-03 23:25:00+00:00,0.0,4
60001,2021-07-28 18:00:00+00:00,8611,2021-01-30 21:35:00+00:00,0.0,4
60001,2021-07-28 18:00:00+00:00,378636,2024-08-08 10:45:00+00:00,0.0,4
62239,2021-08-05 12:30:00+00:00,105008,2022-01-01 07:05:00+00:00,0.0,3
62239,2021-08-05 12:30:00+00:00,45333,2021-06-07 19:40:00+00:00,0.0,3
62239,2021-08-05 12:30:00+00:00,179174,2022-09-15 19:35:00+00:00,0.0,3
62239,2021-08-05 12:30:00+00:00,551145,2026-03-30 10:30:00+00:00,0.0,3
62239,2021-08-05 12:30:00+00:00,104135,2021-12-29 06:20:00+00:00,0.0,3
64255,2021-08-12 12:30:00+00:00,29739,2021-04-14 09:00:00+00:00,0.0,3
64255,2021-08-12 12:30:00+00:00,334386,2024-03-07 19:15:00+00:00,0.0,3
64255,2021-08-12 12:30:00+00:00,103879,2021-12-28 09:00:00+00:00,0.0,3
64255,2021-08-12 12:30:00+00:00,13973,2021-02-18 13:40:00+00:00,0.0,3
64255,2021-08-12 12:30:00+00:00,115906,2022-02-08 03:15:00+00:00,0.0,3
71113,2021-09-05 12:30:00+00:00,179789,2022-09-17 22:50:00+00:00,0.0,1
71113,2021-09-05 12:30:00+00:00,526158,2026-01-02 16:15:00+00:00,0.0,1
71113,2021-09-05 12:30:00+00:00,226419,2023-02-26 20:40:00+00:00,0.0,1
71113,2021-09-05 12:30:00+00:00,318972,2024-01-14 06:45:00+00:00,0.0,1
71113,2021-09-05 12:30:00+00:00,340691,2024-03-29 16:40:00+00:00,0.0,1
71714,2021-09-07 14:35:00+00:00,521553,2025-12-17 16:30:00+00:00,0.0,3
71714,2021-09-07 14:35:00+00:00,135944,2022-04-18 17:05:00+00:00,0.0,3
71714,2021-09-07 14:35:00+00:00,321828,2024-01-24 04:45:00+00:00,0.0,3
71714,2021-09-07 14:35:00+00:00,384954,2024-08-30 09:15:00+00:00,0.0,3
71714,2021-09-07 14:35:00+00:00,235191,2023-03-29 09:00:00+00:00,0.0,3
73129,2021-09-12 12:30:00+00:00,540033,2026-02-19 20:30:00+00:00,0.0,2
73129,2021-09-12 12:30:00+00:00,450093,2025-04-13 13:30:00+00:00,0.0,2
73129,2021-09-12 12:30:00+00:00,218774,2023-01-31 07:35:00+00:00,0.0,2
73129,2021-09-12 12:30:00+00:00,58570,2021-07-23 18:45:00+00:00,0.0,2
73129,2021-09-12 12:30:00+00:00,103019,2021-12-25 09:20:00+00:00,0.0,2
76075,2021-09-22 18:00:00+00:00,33431,2021-04-27 11:50:00+00:00,0.0,4
76075,2021-09-22 18:00:00+00:00,247632,2023-05-11 13:45:00+00:00,0.0,4
76075,2021-09-22 18:00:00+00:00,378454,2024-08-07 19:35:00+00:00,0.0,4
76075,2021-09-22 18:00:00+00:00,428397,2025-01-28 05:30:00+00:00,0.0,4
76075,2021-09-22 18:00:00+00:00,406736,2024-11-14 00:25:00+00:00,0.0,4
79729,2021-10-05 12:30:00+00:00,162370,2022-07-19 11:15:00+00:00,0.0,4
79729,2021-10-05 12:30:00+00:00,64600,2021-08-13 21:45:00+00:00,0.0,4
79729,2021-10-05 12:30:00+00:00,214042,2023-01-14 21:15:00+00:00,0.0,4
79729,2021-10-05 12:30:00+00:00,154164,2022-06-20 23:25:00+00:00,0.0,4
79729,2021-10-05 12:30:00+00:00,32587,2021-04-24 08:50:00+00:00,0.0,4
81745,2021-10-12 12:30:00+00:00,383156,2024-08-24 03:25:00+00:00,0.0,3
81745,2021-10-12 12:30:00+00:00,151546,2022-06-11 21:15:00+00:00,0.0,3
81745,2021-10-12 12:30:00+00:00,45319,2021-06-07 18:30:00+00:00,0.0,3
81745,2021-10-12 12:30:00+00:00,513244,2025-11-18 20:05:00+00:00,0.0,3
81745,2021-10-12 12:30:00+00:00,72758,2021-09-11 05:35:00+00:00,0.0,3
88147,2021-11-03 18:00:00+00:00,214502,2023-01-16 11:35:00+00:00,0.0,3
88147,2021-11-03 18:00:00+00:00,244764,2023-05-01 14:45:00+00:00,0.0,3
88147,2021-11-03 18:00:00+00:00,180622,2022-09-20 20:15:00+00:00,0.0,3
88147,2021-11-03 18:00:00+00:00,517310,2025-12-02 22:55:00+00:00,0.0,3
88147,2021-11-03 18:00:00+00:00,113644,2022-01-31 06:45:00+00:00,0.0,3
88657,2021-11-05 12:30:00+00:00,204966,2022-12-14 08:55:00+00:00,0.0,3
88657,2021-11-05 12:30:00+00:00,376899,2024-08-02 10:00:00+00:00,0.0,3
88657,2021-11-05 12:30:00+00:00,339802,2024-03-26 14:35:00+00:00,0.0,3
88657,2021-11-05 12:30:00+00:00,521083,2025-12-16 01:20:00+00:00,0.0,3
88657,2021-11-05 12:30:00+00:00,217398,2023-01-26 12:55:00+00:00,0.0,3
90673,2021-11-12 12:30:00+00:00,339445,2024-03-25 08:50:00+00:00,0.0,3
90673,2021-11-12 12:30:00+00:00,423166,2025-01-10 01:35:00+00:00,0.0,3
90673,2021-11-12 12:30:00+00:00,65315,2021-08-16 09:20:00+00:00,0.0,3
90673,2021-11-12 12:30:00+00:00,121520,2022-02-27 15:05:00+00:00,0.0,3
90673,2021-11-12 12:30:00+00:00,133997,2022-04-11 22:50:00+00:00,0.0,3
91163,2021-11-14 05:20:00+00:00,105639,2022-01-03 11:40:00+00:00,0.0,2
91163,2021-11-14 05:20:00+00:00,398566,2024-10-16 15:35:00+00:00,0.0,2
91163,2021-11-14 05:20:00+00:00,519184,2025-12-09 11:05:00+00:00,0.0,2
91163,2021-11-14 05:20:00+00:00,353017,2024-05-11 11:50:00+00:00,0.0,2
91163,2021-11-14 05:20:00+00:00,457663,2025-05-09 20:20:00+00:00,0.0,2
97297,2021-12-05 12:30:00+00:00,592382,2026-08-20 14:55:00+00:00,0.0,4
97297,2021-12-05 12:30:00+00:00,13391,2021-02-16 13:10:00+00:00,0.0,4
97297,2021-12-05 12:30:00+00:00,332108,2024-02-28 21:25:00+00:00,0.0,4
97297,2021-12-05 12:30:00+00:00,21212,2021-03-15 18:25:00+00:00,0.0,4
97297,2021-12-05 12:30:00+00:00,336443,2024-03-14 22:40:00+00:00,0.0,4
99313,2021-12-12 12:30:00+00:00,372844,2024-07-19 08:05:00+00:00,0.0,2
99313,2021-12-12 12:30:00+00:00,245019,2023-05-02 12:00:00+00:00,0.0,2
99313,2021-12-12 12:30:00+00:00,556640,2026-04-18 12:25:00+00:00,0.0,2
99313,2021-12-12 12:30:00+00:00,593995,2026-08-26 05:20:00+00:00,0.0,2
99313,2021-12-12 12:30:00+00:00,523022,2025-12-22 18:55:00+00:00,0.0,2
100255,2021-12-15 19:00:00+00:00,38805,2021-05-16 03:40:00+00:00,0.0,4
100255,2021-12-15 19:00:00+00:00,10588,2021-02-06 18:20:00+00:00,0.0,4
100255,2021-12-15 19:00:00+00:00,37613,2021-05-12 00:20:00+00:00,0.0,4
100255,2021-12-15 19:00:00+00:00,31807,2021-04-21 15:50:00+00:00,0.0,4
100255,2021-12-15 19:00:00+00:00,115081,2022-02-05 06:30:00+00:00,0.0,4
106225,2022-01-05 12:30:00+00:00,37151,2021-05-10 09:50:00+00:00,0.0,3
106225,2022-01-05 12:30:00+00:00,125938,2022-03-14 23:15:00+00:00,0.0,3
106225,2022-01-05 12:30:00+00:00,80503,2021-10-08 05:00:00+00:00,0.0,3
106225,2022-01-05 12:30:00+00:00,145128,2022-05-20 14:25:00+00:00,0.0,3
106225,2022-01-05 12:30:00+00:00,514862,2025-11-24 10:55:00+00:00,0.0,3
108241,2022-01-12 12:30:00+00:00,104275,2021-12-29 18:00:00+00:00,0.0,3
108241,2022-01-12 12:30:00+00:00,171685,2022-08-20 19:30:00+00:00,0.0,3
108241,2022-01-12 12:30:00+00:00,430591,2025-02-04 20:20:00+00:00,0.0,3
108241,2022-01-12 12:30:00+00:00,67907,2021-08-25 09:20:00+00:00,0.0,3
108241,2022-01-12 12:30:00+00:00,485568,2025-08-14 17:45:00+00:00,0.0,3
112351,2022-01-26 19:00:00+00:00,124591,2022-03-10 07:00:00+00:00,0.0,4
112351,2022-01-26 19:00:00+00:00,346806,2024-04-19 22:15:00+00:00,0.0,4
112351,2022-01-26 19:00:00+00:00,424418,2025-01-14 09:55:00+00:00,0.0,4
112351,2022-01-26 19:00:00+00:00,449003,2025-04-09 18:40:00+00:00,0.0,4
112351,2022-01-26 19:00:00+00:00,4789,2021-01-17 15:05:00+00:00,0.0,4
115153,2022-02-05 12:30:00+00:00,30423,2021-04-16 18:00:00+00:00,0.0,4
115153,2022-02-05 12:30:00+00:00,46121,2021-06-10 13:20:00+00:00,0.0,4
115153,2022-02-05 12:30:00+00:00,187321,2022-10-14 02:30:00+00:00,0.0,4
115153,2022-02-05 12:30:00+00:00,338555,2024-03-22 06:40:00+00:00,0.0,4
115153,2022-02-05 12:30:00+00:00,414368,2024-12-10 12:25:00+00:00,0.0,4
117169,2022-02-12 12:30:00+00:00,148936,2022-06-02 19:45:00+00:00,0.0,3
117169,2022-02-12 12:30:00+00:00,398294,2024-10-15 16:55:00+00:00,0.0,3
117169,2022-02-12 12:30:00+00:00,89602,2021-11-08 19:15:00+00:00,0.0,3
117169,2022-02-12 12:30:00+00:00,107397,2022-01-09 14:10:00+00:00,0.0,3
117169,2022-02-12 12:30:00+00:00,551153,2026-03-30 11:10:00+00:00,0.0,3
120518,2022-02-24 03:35:00+00:00,97769,2021-12-07 03:50:00+00:00,0.0,4
120518,2022-02-24 03:35:00+00:00,45669,2021-06-08 23:40:00+00:00,0.0,4
120518,2022-02-24 03:35:00+00:00,438188,2025-03-03 05:25:00+00:00,0.0,4
120518,2022-02-24 03:35:00+00:00,345650,2024-04-15 21:55:00+00:00,0.0,4
120518,2022-02-24 03:35:00+00:00,378258,2024-08-07 03:15:00+00:00,0.0,4
123217,2022-03-05 12:30:00+00:00,406825,2024-11-14 07:50:00+00:00,0.0,4
123217,2022-03-05 12:30:00+00:00,331869,2024-02-28 01:30:00+00:00,0.0,4
123217,2022-03-05 12:30:00+00:00,534792,2026-02-01 15:45:00+00:00,0.0,4
123217,2022-03-05 12:30:00+00:00,536436,2026-02-07 08:45:00+00:00,0.0,4
123217,2022-03-05 12:30:00+00:00,17283,2021-03-02 01:30:00+00:00,0.0,4
125233,2022-03-12 12:30:00+00:00,196822,2022-11-16 02:15:00+00:00,0.0,3
125233,2022-03-12 12:30:00+00:00,461099,2025-05-21 18:40:00+00:00,0.0,3
125233,2022-03-12 12:30:00+00:00,383250,2024-08-24 11:15:00+00:00,0.0,3
125233,2022-03-12 12:30:00+00:00,121399,2022-02-27 05:00:00+00:00,0.0,3
125233,2022-03-12 12:30:00+00:00,159973,2022-07-11 03:30:00+00:00,0.0,3
126451,2022-03-16 18:00:00+00:00,295588,2023-10-25 02:05:00+00:00,0.0,4
126451,2022-03-16 18:00:00+00:00,152275,2022-06-14 10:00:00+00:00,0.0,4
126451,2022-03-16 18:00:00+00:00,78781,2021-10-02 05:30:00+00:00,0.0,4
126451,2022-03-16 18:00:00+00:00,118959,2022-02-18 17:40:00+00:00,0.0,4
126451,2022-03-16 18:00:00+00:00,93706,2021-11-23 01:15:00+00:00,0.0,4
130164,2022-03-29 15:25:00+00:00,341543,2024-04-01 15:40:00+00:00,0.0,2
130164,2022-03-29 15:25:00+00:00,351080,2024-05-04 18:25:00+00:00,0.0,2
130164,2022-03-29 15:25:00+00:00,245792,2023-05-05 04:25:00+00:00,0.0,2
130164,2022-03-29 15:25:00+00:00,245281,2023-05-03 09:50:00+00:00,0.0,2
130164,2022-03-29 15:25:00+00:00,352212,2024-05-08 16:45:00+00:00,0.0,2
132145,2022-04-05 12:30:00+00:00,240126,2023-04-15 12:15:00+00:00,0.0,1
132145,2022-04-05 12:30:00+00:00,305380,2023-11-28 02:05:00+00:00,0.0,1
132145,2022-04-05 12:30:00+00:00,136312,2022-04-19 23:45:00+00:00,0.0,1
132145,2022-04-05 12:30:00+00:00,343112,2024-04-07 02:25:00+00:00,0.0,1
132145,2022-04-05 12:30:00+00:00,291724,2023-10-11 16:05:00+00:00,0.0,1
134161,2022-04-12 12:30:00+00:00,238916,2023-04-11 07:25:00+00:00,0.0,3
134161,2022-04-12 12:30:00+00:00,371813,2024-07-15 18:10:00+00:00,0.0,3
134161,2022-04-12 12:30:00+00:00,56652,2021-07-17 02:55:00+00:00,0.0,3
134161,2022-04-12 12:30:00+00:00,214497,2023-01-16 11:10:00+00:00,0.0,3
134161,2022-04-12 12:30:00+00:00,113971,2022-02-01 10:00:00+00:00,0.0,3
140563,2022-05-04 18:00:00+00:00,404126,2024-11-04 22:55:00+00:00,0.0,2
140563,2022-05-04 18:00:00+00:00,577961,2026-07-01 13:10:00+00:00,0.0,2
140563,2022-05-04 18:00:00+00:00,227144,2023-03-01 09:05:00+00:00,0.0,2
140563,2022-05-04 18:00:00+00:00,551347,2026-03-31 03:20:00+00:00,0.0,2
140563,2022-05-04 18:00:00+00:00,242702,2023-04-24 10:55:00+00:00,0.0,2
140785,2022-05-05 12:30:00+00:00,385208,2024-08-31 06:25:00+00:00,0.0,2
140785,2022-05-05 12:30:00+00:00,155829,2022-06-26 18:10:00+00:00,0.0,2
140785,2022-05-05 12:30:00+00:00,75265,2021-09-19 22:30:00+00:00,0.0,2
140785,2022-05-05 12:30:00+00:00,538845,2026-02-15 17:30:00+00:00,0.0,2
140785,2022-05-05 12:30:00+00:00,170747,2022-08-17 13:20:00+00:00,0.0,2
141740,2022-05-08 20:05:00+00:00,73462,2021-09-13 16:15:00+00:00,0.0,4
141740,2022-05-08 20:05:00+00:00,534918,2026-02-02 02:15:00+00:00,0.0,4
141740,2022-05-08 20:05:00+00:00,78746,2021-10-02 02:35:00+00:00,0.0,4
141740,2022-05-08 20:05:00+00:00,116820,2022-02-11 07:25:00+00:00,0.0,4
141740,2022-05-08 20:05:00+00:00,14802,2021-02-21 10:45:00+00:00,0.0,4
142484,2022-05-11 10:05:00+00:00,64634,2021-08-14 00:35:00+00:00,0.0,4
142484,2022-05-11 10:05:00+00:00,3927,2021-01-14 15:15:00+00:00,0.0,4
142484,2022-05-11 10:05:00+00:00,4905,2021-01-18 00:45:00+00:00,0.0,4
142484,2022-05-11 10:05:00+00:00,543809,2026-03-04 23:10:00+00:00,0.0,4
142484,2022-05-11 10:05:00+00:00,36902,2021-05-09 13:05:00+00:00,0.0,4
142801,2022-05-12 12:30:00+00:00,157033,2022-06-30 22:30:00+00:00,0.0,4
142801,2022-05-12 12:30:00+00:00,195009,2022-11-09 19:10:00+00:00,0.0,4
142801,2022-05-12 12:30:00+00:00,183028,2022-09-29 04:45:00+00:00,0.0,4
142801,2022-05-12 12:30:00+00:00,2729,2021-01-10 11:25:00+00:00,0.0,4
142801,2022-05-12 12:30:00+00:00,1981,2021-01-07 21:05:00+00:00,0.0,4
149713,2022-06-05 12:30:00+00:00,520748,2025-12-14 21:25:00+00:00,0.0,0
149713,2022-06-05 12:30:00+00:00,199966,2022-11-27 00:15:00+00:00,0.0,0
149713,2022-06-05 12:30:00+00:00,266726,2023-07-16 20:55:00+00:00,0.0,0
149713,2022-06-05 12:30:00+00:00,595243,2026-08-30 13:20:00+00:00,0.0,0
149713,2022-06-05 12:30:00+00:00,212369,2023-01-09 01:50:00+00:00,0.0,0
151729,2022-06-12 12:30:00+00:00,45142,2021-06-07 03:45:00+00:00,0.0,3
151729,2022-06-12 12:30:00+00:00,370107,2024-07-09 20:00:00+00:00,0.0,3
151729,2022-06-12 12:30:00+00:00,545654,2026-03-11 08:55:00+00:00,0.0,3
151729,2022-06-12 12:30:00+00:00,355752,2024-05-20 23:45:00+00:00,0.0,3
151729,2022-06-12 12:30:00+00:00,66851,2021-08-21 17:20:00+00:00,0.0,3
151862,2022-06-12 23:35:00+00:00,112690,2022-01-27 23:15:00+00:00,0.0,4
151862,2022-06-12 23:35:00+00:00,43670,2021-06-02 01:05:00+00:00,0.0,4
151862,2022-06-12 23:35:00+00:00,178786,2022-09-14 11:15:00+00:00,0.0,4
151862,2022-06-12 23:35:00+00:00,124462,2022-03-09 20:15:00+00:00,0.0,4
151862,2022-06-12 23:35:00+00:00,438187,2025-03-03 05:20:00+00:00,0.0,4
152659,2022-06-15 18:00:00+00:00,39617,2021-05-18 23:20:00+00:00,0.0,4
152659,2022-06-15 18:00:00+00:00,10829,2021-02-07 14:25:00+00:00,0.0,4
152659,2022-06-15 18:00:00+00:00,45472,2021-06-08 07:15:00+00:00,0.0,4
152659,2022-06-15 18:00:00+00:00,77014,2021-09-26 00:15:00+00:00,0.0,4
152659,2022-06-15 18:00:00+00:00,592339,2026-08-20 11:20:00+00:00,0.0,4
153188,2022-06-17 14:05:00+00:00,13869,2021-02-18 05:00:00+00:00,0.0,4
153188,2022-06-17 14:05:00+00:00,153767,2022-06-19 14:20:00+00:00,0.0,4
153188,2022-06-17 14:05:00+00:00,13489,2021-02-16 21:20:00+00:00,0.0,4
153188,2022-06-17 14:05:00+00:00,42950,2021-05-30 13:05:00+00:00,0.0,4
153188,2022-06-17 14:05:00+00:00,512193,2025-11-15 04:30:00+00:00,0.0,4
158353,2022-07-05 12:30:00+00:00,537062,2026-02-09 12:55:00+00:00,0.0,3
158353,2022-07-05 12:30:00+00:00,372093,2024-07-16 17:30:00+00:00,0.0,3
158353,2022-07-05 12:30:00+00:00,138223,2022-04-26 15:00:00+00:00,0.0,3
158353,2022-07-05 12:30:00+00:00,182282,2022-09-26 14:35:00+00:00,0.0,3
158353,2022-07-05 12:30:00+00:00,173689,2022-08-27 18:30:00+00:00,0.0,3
160369,2022-07-12 12:30:00+00:00,114668,2022-02-03 20:05:00+00:00,0.0,3
160369,2022-07-12 12:30:00+00:00,193743,2022-11-05 09:40:00+00:00,0.0,3
160369,2022-07-12 12:30:00+00:00,428487,2025-01-28 13:00:00+00:00,0.0,3
160369,2022-07-12 12:30:00+00:00,509835,2025-11-07 00:00:00+00:00,0.0,3
160369,2022-07-12 12:30:00+00:00,177398,2022-09-09 15:35:00+00:00,0.0,3
164755,2022-07-27 18:00:00+00:00,167083,2022-08-04 20:00:00+00:00,0.0,3
164755,2022-07-27 18:00:00+00:00,61196,2021-08-01 21:35:00+00:00,0.0,3
164755,2022-07-27 18:00:00+00:00,377286,2024-08-03 18:15:00+00:00,0.0,3
164755,2022-07-27 18:00:00+00:00,161502,2022-07-16 10:55:00+00:00,0.0,3
164755,2022-07-27 18:00:00+00:00,69817,2021-09-01 00:30:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,225289,2023-02-22 22:30:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,148475,2022-06-01 05:20:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,370875,2024-07-12 12:00:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,65229,2021-08-16 02:10:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,449536,2025-04-11 15:05:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,80681,2021-10-08 19:50:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,215338,2023-01-19 09:15:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,57879,2021-07-21 09:10:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,394802,2024-10-03 13:55:00+00:00,0.0,3
167281,2022-08-05 12:30:00+00:00,536888,2026-02-08 22:25:00+00:00,0.0,3
169297,2022-08-12 12:30:00+00:00,83725,2021-10-19 09:30:00+00:00,0.0,3
169297,2022-08-12 12:30:00+00:00,25146,2021-03-29 10:15:00+00:00,0.0,3
169297,2022-08-12 12:30:00+00:00,163781,2022-07-24 08:50:00+00:00,0.0,3
169297,2022-08-12 12:30:00+00:00,133235,2022-04-09 07:20:00+00:00,0.0,3
169297,2022-08-12 12:30:00+00:00,196216,2022-11-13 23:45:00+00:00,0.0,3
176209,2022-09-05 12:30:00+00:00,487163,2025-08-20 06:40:00+00:00,0.0,1
176209,2022-09-05 12:30:00+00:00,299885,2023-11-09 00:10:00+00:00,0.0,1
176209,2022-09-05 12:30:00+00:00,477585,2025-07-18 00:30:00+00:00,0.0,1
176209,2022-09-05 12:30:00+00:00,314827,2023-12-30 21:20:00+00:00,0.0,1
176209,2022-09-05 12:30:00+00:00,565421,2026-05-19 00:10:00+00:00,0.0,1
178225,2022-09-12 12:30:00+00:00,380920,2024-08-16 09:05:00+00:00,0.0,3
178225,2022-09-12 12:30:00+00:00,158847,2022-07-07 05:40:00+00:00,0.0,3
178225,2022-09-12 12:30:00+00:00,247396,2023-05-10 18:05:00+00:00,0.0,3
178225,2022-09-12 12:30:00+00:00,408913,2024-11-21 13:50:00+00:00,0.0,3
178225,2022-09-12 12:30:00+00:00,531747,2026-01-22 02:00:00+00:00,0.0,3
180883,2022-09-21 18:00:00+00:00,32062,2021-04-22 13:05:00+00:00,0.0,4
180883,2022-09-21 18:00:00+00:00,21716,2021-03-17 12:25:00+00:00,0.0,4
180883,2022-09-21 18:00:00+00:00,17526,2021-03-02 21:45:00+00:00,0.0,4
180883,2022-09-21 18:00:00+00:00,243452,2023-04-27 01:25:00+00:00,0.0,4
180883,2022-09-21 18:00:00+00:00,122098,2022-03-01 15:15:00+00:00,0.0,4
184849,2022-10-05 12:30:00+00:00,85877,2021-10-26 20:50:00+00:00,0.0,2
184849,2022-10-05 12:30:00+00:00,371409,2024-07-14 08:30:00+00:00,0.0,2
184849,2022-10-05 12:30:00+00:00,88105,2021-11-03 14:30:00+00:00,0.0,2
