event_family,horizon,window_bars,window_type,n_events,ev_mean_abs_ret_pct,ctrl_mean_abs_ret_pct,vol_ratio,ev_jump_rate_pct,ctrl_jump_rate_pct,jump_multiplier,ev_directional_pos_pct,ctrl_directional_pos_pct,mean_signed_ret_bps
LEGAL_ENFORCEMENT,-1h,-12,PRE,4,0.5809784842234045,0.4095484411893384,1.4185796042993815,0.0,1.090909090909091,0.0,25.0,49.63636363636363,-41.583892572143455
LEGAL_ENFORCEMENT,-15m,-3,PRE,4,0.40139462253936387,0.2056510399560374,1.9518144465047402,0.0,0.8181818181818182,0.0,50.0,51.45454545454545,-27.66924113076108
EXCHANGE_OPERATIONAL,+5m,1,POST,2,0.05501928067008777,0.11596178995538718,0.47445633803097187,0.0,1.3636363636363635,0.0,50.0,51.45454545454545,-4.3468921203349
EXCHANGE_OPERATIONAL,+15m,3,POST,2,0.08281630966679998,0.20587920490585696,0.4022548438042865,0.0,0.9090909090909091,0.0,100.0,51.090909090909086,8.281630966679998
EXCHANGE_OPERATIONAL,+30m,6,POST,2,0.46436063109940307,0.2859624331873203,1.6238461887370885,0.0,1.090909090909091,0.0,50.0,51.63636363636363,16.121942842559633
EXCHANGE_OPERATIONAL,+1h,12,POST,2,0.4183960495310224,0.3837394996490768,1.0903098576085595,0.0,1.090909090909091,0.0,50.0,52.81818181818182,7.967238822486067
EXCHANGE_OPERATIONAL,+4h,48,POST,2,1.0572486681198257,0.802415377805241,1.3175811179372967,0.0,0.45454545454545453,0.0,50.0,52.36363636363637,-78.41195535574386
EXCHANGE_OPERATIONAL,+12h,144,POST,2,3.108827348563903,1.4392783568175658,2.1599888401358895,0.0,0.45454545454545453,0.0,50.0,50.90909090909091,123.50636171194473
EXCHANGE_OPERATIONAL,+24h,288,POST,2,7.450300772433405,2.0943799029508114,3.557280703780549,0.0,0.5454545454545455,0.0,50.0,48.90909090909091,-121.57411427605957
EXCHANGE_OPERATIONAL,+48h,576,POST,2,8.003457652862433,2.8715039526693125,2.7871996687390443,0.0,0.45454545454545453,0.0,50.0,52.27272727272727,-218.13155087678558
EXCHANGE_OPERATIONAL,-24h,-288,PRE,2,0.08447396272117658,2.2748300492704345,0.0371341699192423,0.0,1.090909090909091,0.0,50.0,51.090909090909086,4.3802021346195374
EXCHANGE_OPERATIONAL,-12h,-144,PRE,2,0.6805888671641114,1.5334003076354825,0.44384262865510726,0.0,0.8181818181818182,0.0,100.0,51.72727272727272,68.05888671641114
EXCHANGE_OPERATIONAL,-4h,-48,PRE,2,0.09697248225268851,0.8461507836784508,0.11460412200648315,0.0,1.2727272727272727,0.0,50.0,52.0,-6.162637743276633
EXCHANGE_OPERATIONAL,-1h,-12,PRE,2,0.24343108514113254,0.4095484411893384,0.5943875406939993,0.0,1.090909090909091,0.0,100.0,49.63636363636363,24.343108514113254
EXCHANGE_OPERATIONAL,-15m,-3,PRE,2,0.09904320569020797,0.2056510399560374,0.48160575363794406,0.0,0.8181818181818182,0.0,50.0,51.45454545454545,5.488726612359329
ETF_REGULATORY,+5m,1,POST,6,0.3087235270585964,0.11596178995538718,2.6622637069819337,16.666666666666664,1.3636363636363635,12.222213259265832,66.66666666666666,51.45454545454545,8.505258611085273
ETF_REGULATORY,+15m,3,POST,6,0.45812401410284903,0.20587920490585696,2.225196998965179,0.0,0.9090909090909091,0.0,66.66666666666666,51.090909090909086,21.06531758578889
ETF_REGULATORY,+30m,6,POST,6,0.47899123414737826,0.2859624331873203,1.6750086848818015,0.0,1.090909090909091,0.0,50.0,51.63636363636363,2.766680719548849
ETF_REGULATORY,+1h,12,POST,6,0.7906496957092557,0.3837394996490768,2.060375947892624,0.0,1.090909090909091,0.0,50.0,52.81818181818182,10.011100759440932
ETF_REGULATORY,+4h,48,POST,6,1.448960832851546,0.802415377805241,1.8057468328534436,0.0,0.45454545454545453,0.0,50.0,52.36363636363637,0.04335604406158211
ETF_REGULATORY,+12h,144,POST,6,1.295908760917778,1.4392783568175658,0.9003872353058694,0.0,0.45454545454545453,0.0,50.0,50.90909090909091,-58.26678022964771
ETF_REGULATORY,+24h,288,POST,6,2.086026307854401,2.0943799029508114,0.9960109476339096,0.0,0.5454545454545455,0.0,66.66666666666666,48.90909090909091,-23.88932515043981
ETF_REGULATORY,+48h,576,POST,6,4.443768569492601,2.8715039526693125,1.547539928622353,0.0,0.45454545454545453,0.0,33.33333333333333,52.27272727272727,-291.1426208737596
ETF_REGULATORY,-24h,-288,PRE,6,3.537114172118372,2.2748300492704345,1.5548909327805978,0.0,1.090909090909091,0.0,50.0,51.090909090909086,216.7593199646352
ETF_REGULATORY,-12h,-144,PRE,6,2.605790071600407,1.5334003076354825,1.6993529734356083,0.0,0.8181818181818182,0.0,83.33333333333334,51.72727272727272,223.33517254393104
ETF_REGULATORY,-4h,-48,PRE,6,2.099562646685153,0.8461507836784508,2.4813073578333498,16.666666666666664,1.2727272727272727,13.095227806130532,66.66666666666666,52.0,151.25500921876997
ETF_REGULATORY,-1h,-12,PRE,6,1.5050654110615014,0.4095484411893384,3.674929714690286,16.666666666666664,1.090909090909091,15.277763773160984,83.33333333333334,49.63636363636363,146.39406660110765
ETF_REGULATORY,-15m,-3,PRE,6,0.6361721368757678,0.2056510399560374,3.093439467032583,16.666666666666664,0.8181818181818182,20.370345473281457,66.66666666666666,51.45454545454545,49.37086687581231
INSTITUTIONAL,+5m,1,POST,2,0.05798442676478999,0.11596178995538718,0.5000261444821874,0.0,1.3636363636363635,0.0,0.0,51.45454545454545,-5.798442676478999
INSTITUTIONAL,+15m,3,POST,2,0.16642644828914754,0.20587920490585696,0.8083654684783782,0.0,0.9090909090909091,0.0,0.0,51.090909090909086,-16.642644828914754
INSTITUTIONAL,+30m,6,POST,2,0.2981166445824357,0.2859624331873203,1.0424991799114205,0.0,1.090909090909091,0.0,0.0,51.63636363636363,-29.81166445824357
INSTITUTIONAL,+1h,12,POST,2,0.44151906604952273,0.3837394996490768,1.1505667670034394,0.0,1.090909090909091,0.0,0.0,52.81818181818182,-44.15190660495227
INSTITUTIONAL,+4h,48,POST,2,0.7152550769365718,0.802415377805241,0.891376468278138,0.0,0.45454545454545453,0.0,0.0,52.36363636363637,-71.52550769365718
INSTITUTIONAL,+12h,144,POST,2,0.27577282019652927,1.4392783568175658,0.19160479089083782,0.0,0.45454545454545453,0.0,100.0,50.90909090909091,27.577282019652927
INSTITUTIONAL,+24h,288,POST,2,0.5687547876465082,2.0943799029508114,0.27156224870327034,0.0,0.5454545454545455,0.0,50.0,48.90909090909091,-1.0833602604254366
INSTITUTIONAL,+48h,576,POST,2,2.828769404689968,2.8715039526693125,0.9851173692249362,0.0,0.45454545454545453,0.0,50.0,52.27272727272727,18.094556621610636
INSTITUTIONAL,-24h,-288,PRE,2,1.164281765797437,2.2748300492704345,0.5118102138489959,0.0,1.090909090909091,0.0,50.0,51.090909090909086,83.5197018974565
INSTITUTIONAL,-12h,-144,PRE,2,0.38022310310044105,1.5334003076354825,0.24796059662082082,0.0,0.8181818181818182,0.0,0.0,51.72727272727272,-38.022310310044105
INSTITUTIONAL,-4h,-48,PRE,2,0.5221479603839008,0.8461507836784508,0.6170854573088321,0.0,1.2727272727272727,0.0,100.0,52.0,52.21479603839008
INSTITUTIONAL,-1h,-12,PRE,2,0.38348151261056174,0.4095484411893384,0.9363497395990215,0.0,1.090909090909091,0.0,100.0,49.63636363636363,38.348151261056174
INSTITUTIONAL,-15m,-3,PRE,2,0.12764538943166315,0.2056510399560374,0.6206862302895226,0.0,0.8181818181818182,0.0,100.0,51.45454545454545,12.764538943166315
