event_family,horizon,window_bars,window_type,n_events,ev_mean_abs_ret_pct,ctrl_mean_abs_ret_pct,vol_ratio,ev_jump_rate_pct,ctrl_jump_rate_pct,jump_multiplier,ev_directional_pos_pct,ctrl_directional_pos_pct,mean_signed_ret_bps
EXCHANGE_SECURITY,-1h,-12,PRE,6,1.7053058535787535,0.4095484411893384,4.163858333261344,33.33333333333333,1.090909090909091,30.55552754632197,50.0,49.63636363636363,-3.143561620975177
EXCHANGE_SECURITY,-15m,-3,PRE,6,0.5255180766688738,0.2056510399560374,2.5553749760090625,0.0,0.8181818181818182,0.0,16.666666666666664,51.45454545454545,-50.99784961428118
LEGAL_ENFORCEMENT,+5m,1,POST,4,0.16160598044683283,0.11596178995538718,1.3936020382831884,0.0,1.3636363636363635,0.0,50.0,51.45454545454545,5.051257278223531
LEGAL_ENFORCEMENT,+15m,3,POST,4,0.1453949532233878,0.20587920490585696,0.7062114266394514,0.0,0.9090909090909091,0.0,50.0,51.090909090909086,-3.1349265365232526
LEGAL_ENFORCEMENT,+30m,6,POST,4,0.937812349664835,0.2859624331873203,3.279483461266606,25.0,1.090909090909091,22.916645659741476,25.0,51.63636363636363,-93.51892828057373
LEGAL_ENFORCEMENT,+1h,12,POST,4,0.7961860162484236,0.3837394996490768,2.0748031989756623,0.0,1.090909090909091,0.0,0.0,52.81818181818182,-79.61860162484236
LEGAL_ENFORCEMENT,+4h,48,POST,4,2.1916154318366576,0.802415377805241,2.7312695658470183,0.0,0.45454545454545453,0.0,25.0,52.36363636363637,-95.99045225461734
LEGAL_ENFORCEMENT,+12h,144,POST,4,2.9505568827586703,1.4392783568175658,2.0500237627827413,0.0,0.45454545454545453,0.0,50.0,50.90909090909091,86.32511745358951
LEGAL_ENFORCEMENT,+24h,288,POST,4,2.7393238317147794,2.0943799029508114,1.3079396531238878,0.0,0.5454545454545455,0.0,75.0,48.90909090909091,188.43311468973224
LEGAL_ENFORCEMENT,+48h,576,POST,4,2.089886876345126,2.8715039526693125,0.7278019403735994,0.0,0.45454545454545453,0.0,100.0,52.27272727272727,208.98868763451262
LEGAL_ENFORCEMENT,-24h,-288,PRE,4,2.3392026979389247,2.2748300492704345,1.0282973316586015,0.0,1.090909090909091,0.0,25.0,51.090909090909086,-200.62418455311092
LEGAL_ENFORCEMENT,-12h,-144,PRE,4,1.1852495138106267,1.5334003076354825,0.7729545474552199,0.0,0.8181818181818182,0.0,25.0,51.72727272727272,-51.759610631578745
LEGAL_ENFORCEMENT,-4h,-48,PRE,4,0.8291828275127866,0.8461507836784508,0.9799457301952428,0.0,1.2727272727272727,0.0,50.0,52.0,-16.04586134516861
