row_0,QUIET,COMPRESSION,NORMAL,EXPANSION_WATCH,HIGH_VOLATILITY,TAIL_RISK_ELEVATED,JUMP_RISK_ELEVATED,EVENT_SHOCK_ACTIVE,DELEVERAGING_STRESS
QUIET,0.46940702276771124,0.054940266531101345,0.4466756236609899,0.00032680925233305496,0.0,0.024837503177312176,0.0,0.0029412832709974947,0.0008714913395548131
COMPRESSION,0.031664231637667684,0.48414132022844997,0.44688537654402977,0.0008367645105591712,0.0,0.031132952583344402,0.0,0.004502589985389826,0.0008367645105591712
NORMAL,0.05911654522251039,0.1760580050224363,0.7158875715285496,0.00032934008480507183,0.0,0.041548310073689844,5.1459388250792474e-05,0.0042402535918653,0.002768515087892635
EXPANSION_WATCH,0.0,0.4025157232704403,0.4968553459119497,0.025157232704402517,0.0,0.05660377358490566,0.0,0.018867924528301886,0.0
HIGH_VOLATILITY,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TAIL_RISK_ELEVATED,0.005504958866947346,0.02481195060510508,0.0696091038807758,0.00014973488118096782,0.0,0.8850300350555781,0.002254831151901633,0.005038138355030211,0.0076012472034808955
JUMP_RISK_ELEVATED,0.0,0.0,0.007272727272727273,0.0,0.0,0.9127272727272727,0.03272727272727273,0.007272727272727273,0.04
EVENT_SHOCK_ACTIVE,0.012294551572408437,0.026400931797592855,0.10845088650187654,0.00012941633234114146,0.0,0.09007376730943445,0.0,0.7512618092403262,0.011388637246020447
DELEVERAGING_STRESS,0.011827321111768185,0.01655824955647546,0.2613837965700769,0.0005913660555884093,0.0,0.5884092253104671,0.0,0.05972797161442933,0.06150206978119456
