interaction_id,description,base_model_e_r2_val,interaction_model_r2_val,delta_r2_val,verdict
INTERACTION_OI_US_OPEN,oi_change_1h * us_equity_market_open,0.35971652202900206,0.35956600325963906,-0.00015051876936300612,LINEAR_MAIN_EFFECT_SUFFICIENT
INTERACTION_BASIS_LONDON_NY,basis_abs * london_new_york_overlap,0.35971652202900206,0.36069599705520383,0.0009794750262017704,LINEAR_MAIN_EFFECT_SUFFICIENT
INTERACTION_FUNDING_HIGH_VIX,funding_rate_latest * vix_close,0.35971652202900206,0.3619417425657022,0.0022252205367001565,LINEAR_MAIN_EFFECT_SUFFICIENT
INTERACTION_WEEKEND_LOW_VOL,weekend_flag * volatility_compression_ratio,0.35971652202900206,0.35955529446569057,-0.00016122756331149457,LINEAR_MAIN_EFFECT_SUFFICIENT
INTERACTION_NASDAQ_RET_CORR,nasdaq_ret_1d * corr_btc_nasdaq_30d,0.35971652202900206,0.35848189345161385,-0.0012346285773882082,LINEAR_MAIN_EFFECT_SUFFICIENT
