period_segment,sample_size,mean_4h_volatility,mean_4h_range,mean_4h_abs_return,mean_spot_volume_btc,mean_compression_ratio,tail_event_rate_95th
WEEKDAY_CORE,419326,0.0016764879804162672,0.018603433393213634,0.008661446147766214,265.1868760404745,0.9311657478381585,0.059280845928943116
FRIDAY_POST_US_CLOSE,10764,0.0012688397047905832,0.01315311774762229,0.0054655352583957645,184.29882878725383,0.7675619877314898,0.023132664437012264
SATURDAY_FULL_DAY,86094,0.001100066716117848,0.011543730705235528,0.004850323789035355,158.31118986527517,0.7079315836530957,0.019943317768950218
SUNDAY_EARLY_DAY,78880,0.0012386402200441945,0.013742378650383073,0.006259067184746726,161.14709654229208,0.9807771348853944,0.03269523326572008
SUNDAY_PRE_FUTURES_OPEN,7176,0.0017733725823731502,0.021762634295350393,0.011348702392068083,221.84230529292086,1.3774060306777098,0.09852285395763656
MONDAY_TRANSITION,28704,0.0014699484906369612,0.017054929608938875,0.008517227163972256,231.79422659294877,1.076725017972067,0.057692307692307696
WEEKEND_TOTAL,172150,0.0011916282664283812,0.012977132982760375,0.005766699298237073,162.25888433516698,0.8608575535226999,0.029061864652918965
