subfamily_id,description,feature_count,r2_val_2025,delta_r2_val_vs_model_b,r2_holdout_2026,delta_r2_holdout_vs_model_b,rank_lift,qualification_verdict
MACRO_RATES,10Y Treasury Yield & 10Y-2Y Yield Curve Spread,2,0.3633129841803223,0.00836279820056618,0.3302925952590051,0.012129895067762075,1,QUALIFIED
MACRO_COMMODITIES,Gold and Crude Oil Futures Daily Returns,2,0.3548800166188286,-7.016936092751891e-05,0.3164584057085631,-0.0017042944826799467,2,MARGINAL
MACRO_DXY,U.S. Dollar Index (DXY) 1d and 5d Returns,2,0.3544794014603795,-0.00047078451937665466,0.31787111236050913,-0.00029158783073390815,3,MARGINAL
MACRO_EQUITIES,NASDAQ & S&P 500 Daily Returns and 20d Volatility,6,0.3515225827750119,-0.003427603204744223,0.3304100367102437,0.012247336519000673,4,MARGINAL
MACRO_VIX,"CBOE Volatility Index Level, Regime & Changes",3,0.350752479775685,-0.004197706204071117,0.3321336431189036,0.013970942927660546,5,MARGINAL
MACRO_DYNAMIC_CORRELATIONS,Rolling 30d BTC-Macro Correlations,5,0.34933030011558364,-0.0056198858641725025,0.31850472051988277,0.000342020328639725,6,MARGINAL
ALL_MACRO_COMBINED,All 23 Macro Features Combined,23,0.2978459944563161,-0.05710419152344004,0.3065189840334672,-0.011643716157775819,7,MARGINAL
