timeframe,timestamp_open,timestamp_close,datetime_open_utc,event_type,event_score,is_significant,close_price,return_simple,normalized_range,volume,volatility_realized,regime_during,event_id,global_event_id,pre_return_1h,pre_vol_mean_1h,pre_return_4h,pre_vol_mean_4h,pre_return_12h,pre_vol_mean_12h,pre_return_24h,pre_vol_mean_24h,pre_return_3d,pre_vol_mean_3d,pre_return_7d,pre_vol_mean_7d,post_return_1h,post_mfe_1h,post_mae_1h,post_return_4h,post_mfe_4h,post_mae_4h,post_return_12h,post_mfe_12h,post_mae_12h,post_return_24h,post_mfe_24h,post_mae_24h,post_return_3d,post_mfe_3d,post_mae_3d,post_return_7d,post_mfe_7d,post_mae_7d,outcome_classification
5m,1788580200000,1788580499999,2026-09-05 03:50:00+00:00,COMPRESSION,0.1561,False,79602.5,-0.00025997447979986266,0.00034182343519369873,11.65497,0.0002871273108495247,LOW_VOLATILITY_COMPRESSION,5m_124,GEV_0015,0.00051,17.46,-0.00022,18.16,0.00216,31.83,-0.01644,62.37,0.02591,58.91,0.01224,55.94,-0.00068,0.00026,-0.00124,0.00162,0.00202,-0.00202,0.00202,0.0023,-0.00202,0.00562,0.00751,-0.00202,-0.00873,0.01203,-0.01159,-0.02933,0.01203,-0.04467,COMPRESSION_REGIME
5m,1788580500000,1788580799999,2026-09-05 03:55:00+00:00,COMPRESSION,0.1528,False,79582.0,-0.0002575296002009786,0.0002631248272220826,14.31463,0.00029918830508378396,LOW_VOLATILITY_COMPRESSION,5m_125,GEV_0015,0.00016,17.71,-0.00099,18.25,0.00192,31.66,-0.01568,62.31,0.02602,58.87,0.01198,55.91,-0.00103,0.00026,-0.00103,0.00161,0.00228,-0.00176,0.00281,0.00294,-0.00176,0.0056,0.00777,-0.00176,-0.00849,0.01229,-0.01133,-0.02908,0.01229,-0.04442,COMPRESSION_REGIME
5m,1788581400000,1788581699999,2026-09-05 04:10:00+00:00,COMPRESSION,0.1069,False,79539.99,-9.176931106003039e-05,0.0004274579365675052,16.44569,0.0002815470311657326,LOW_VOLATILITY_COMPRESSION,5m_126,GEV_0015,-7e-05,20.02,-0.00167,18.75,0.00108,30.89,-0.01771,62.17,0.02796,58.81,0.01144,55.81,0.00024,0.00045,-0.00123,0.00153,0.00281,-0.00123,0.00307,0.00387,-0.00123,0.00542,0.0083,-0.00123,-0.00915,0.01282,-0.01081,-0.02824,0.01282,-0.04392,COMPRESSION_REGIME
5m,1788581700000,1788581999999,2026-09-05 04:15:00+00:00,COMPRESSION,0.184,False,79564.68,0.0003104098957014134,0.00042745097447755416,12.87866,0.00023219434843948684,LOW_VOLATILITY_COMPRESSION,5m_127,GEV_0015,-0.00037,19.93,-0.00077,18.64,0.00117,30.67,-0.01878,62.09,0.02791,58.79,0.01176,55.78,-8e-05,0.00014,-0.00154,0.00125,0.0025,-0.00154,0.00303,0.00355,-0.00154,0.00489,0.00798,-0.00154,-0.00893,0.01251,-0.01112,-0.02929,0.01251,-0.04422,COMPRESSION_REGIME
5m,1788582000000,1788582299999,2026-09-05 04:20:00+00:00,COMPRESSION,0.0778,False,79575.99,0.00014214850106863963,0.00014225396378991935,8.162,0.00023563057343031204,LOW_VOLATILITY_COMPRESSION,5m_128,GEV_0015,-0.0003,16.44,-0.00078,18.31,0.00072,30.36,-0.0201,61.94,0.02778,58.77,0.0119,55.74,-0.00053,0.0,-0.00168,0.00091,0.00236,-0.00168,0.00362,0.00362,-0.00168,0.00446,0.00784,-0.00168,-0.01,0.01237,-0.01126,-0.02943,0.01237,-0.04435,COMPRESSION_REGIME
5m,1788582300000,1788582599999,2026-09-05 04:25:00+00:00,COMPRESSION,0.1523,False,79558.28,-0.00022255456702457987,0.0002227298026050986,19.55945,0.0002371703273261736,LOW_VOLATILITY_COMPRESSION,5m_129,GEV_0015,-0.00032,16.37,-0.00119,18.65,0.00011,30.01,-0.02103,61.86,0.02747,58.75,0.01167,55.71,0.00035,0.00035,-0.00146,0.00102,0.00258,-0.00146,0.00419,0.00432,-0.00146,0.0047,0.00807,-0.00146,-0.00934,0.01259,-0.01104,-0.02899,0.01259,-0.04414,COMPRESSION_REGIME
5m,1788582600000,1788582899999,2026-09-05 04:30:00+00:00,COMPRESSION,0.0339,False,79560.12,2.3127699593228357e-05,0.00010206118341695995,9.97793,0.00022463077396209797,LOW_VOLATILITY_COMPRESSION,5m_130,GEV_0015,-0.00052,15.71,-0.00116,18.62,-0.00251,29.18,-0.01998,61.57,0.02649,58.73,0.0117,55.67,0.00043,0.00043,-0.00148,0.0001,0.00256,-0.00148,0.00539,0.00539,-0.00148,0.00444,0.00804,-0.00148,-0.00918,0.01257,-0.01106,-0.02868,0.01257,-0.04416,COMPRESSION_REGIME
5m,1788582900000,1788583199999,2026-09-05 04:35:00+00:00,COMPRESSION,0.2488,False,79530.01,-0.0003784559399859777,0.00037872496180995507,22.35495,0.00023372510942752163,LOW_VOLATILITY_COMPRESSION,5m_131,GEV_0015,-0.00106,15.84,-0.00147,18.72,-0.00213,28.22,-0.01877,61.28,0.02566,58.73,0.01132,55.64,0.00062,0.0008,-0.00111,0.00106,0.00293,-0.00111,0.00512,0.00577,-0.00111,0.00482,0.00842,-0.00111,-0.00882,0.01295,-0.01069,-0.02812,0.01295,-0.0438,COMPRESSION_REGIME
5m,1788583200000,1788583499999,2026-09-05 04:40:00+00:00,COMPRESSION,0.0304,False,79533.28,4.1116554618803036e-05,4.136633117600076e-05,8.09752,0.00022985951234624294,LOW_VOLATILITY_COMPRESSION,5m_132,GEV_0015,-0.00112,15.46,-0.00118,18.73,-0.004,27.54,-0.01858,61.17,0.02505,58.72,0.01136,55.6,-0.00014,0.00076,-0.00115,0.00103,0.00289,-0.00115,0.00507,0.00573,-0.00115,0.00477,0.00838,-0.00115,-0.00945,0.01291,-0.01073,-0.02869,0.01291,-0.04384,COMPRESSION_REGIME
5m,1788593700000,1788593999999,2026-09-05 07:35:00+00:00,COMPRESSION,0.17,False,79731.02,-0.00020000759903471277,0.00020017303177598695,14.49756,0.00035014488864707545,LOW_VOLATILITY_COMPRESSION,5m_133,GEV_0015,0.00019,23.44,0.00146,26.24,0.00098,26.2,-0.01296,59.75,0.02745,58.78,0.01387,54.9,-0.00147,0.00041,-0.00204,-0.00119,0.00041,-0.00204,0.00037,0.00588,-0.00232,0.00118,0.00588,-0.00232,-0.01503,0.0104,-0.01843,-0.03066,0.0104,-0.04621,COMPRESSION_REGIME
5m,1788594000000,1788594299999,2026-09-05 07:40:00+00:00,COMPRESSION,0.1399,False,79730.74,-3.511807574962944e-06,0.00028558621179220866,29.90368,0.0002815600192594441,LOW_VOLATILITY_COMPRESSION,5m_134,GEV_0015,0.00084,23.9,0.00136,26.58,0.0006,26.19,-0.01287,59.6,0.02799,58.76,0.01387,54.88,-0.00145,0.00041,-0.00204,-0.00154,0.00041,-0.00204,0.00156,0.00589,-0.00232,0.00145,0.00589,-0.00232,-0.01626,0.0104,-0.01843,-0.03066,0.0104,-0.04621,COMPRESSION_REGIME
5m,1788594600000,1788594899999,2026-09-05 07:50:00+00:00,COMPRESSION,0.1016,False,79731.83,4.803833032318572e-05,0.00023227862699255836,16.57398,0.0002778612373799211,LOW_VOLATILITY_COMPRESSION,5m_135,GEV_0015,0.00093,23.97,0.00162,26.63,0.00058,26.09,-0.01188,59.16,0.02864,58.67,0.01388,54.82,-0.00137,0.0001,-0.00205,-0.00128,0.0001,-0.00205,0.00016,0.00587,-0.00233,0.00102,0.00587,-0.00233,-0.01758,0.01039,-0.01946,-0.03062,0.01039,-0.04622,COMPRESSION_REGIME
5m,1788595500000,1788595799999,2026-09-05 08:05:00+00:00,COMPRESSION,0.1613,False,79645.28,-7.533346357724291e-06,0.00030422392890069476,26.62473,0.00033921695485384843,LOW_VOLATILITY_COMPRESSION,5m_136,GEV_0015,-0.00027,21.9,0.00123,27.16,-0.00213,25.78,-0.01323,58.62,0.02747,58.54,0.01278,54.75,0.00067,0.00104,-0.00097,0.00036,0.00114,-0.00097,0.00129,0.00696,-0.00125,0.00288,0.00696,-0.00125,-0.0163,0.01148,-0.0184,-0.02903,0.01148,-0.04518,COMPRESSION_REGIME
5m,1788600600000,1788600899999,2026-09-05 09:30:00+00:00,COMPRESSION,0.0814,False,79697.64,-1.0037928311890099e-06,1.1292680686216999e-06,20.25019,0.00028270180425931204,LOW_VOLATILITY_COMPRESSION,5m_137,GEV_0015,0.00163,32.04,0.0013,25.91,-0.00109,27.18,-0.01707,56.41,0.03888,57.93,0.01345,54.43,-0.00064,0.00013,-0.00122,0.00042,0.00096,-0.0013,0.00194,0.0063,-0.0019,0.00344,0.0063,-0.0019,-0.0139,0.01082,-0.01904,-0.02946,0.01082,-0.04581,COMPRESSION_REGIME
5m,1788600900000,1788601199999,2026-09-05 09:35:00+00:00,COMPRESSION,0.1858,False,79689.37,-0.00010376718808746688,0.00023830029023952932,25.11062,0.0002526611858263072,LOW_VOLATILITY_COMPRESSION,5m_138,GEV_0015,0.00095,30.93,0.00139,26.22,-0.00123,27.23,-0.01821,56.26,0.04047,57.85,0.01334,54.41,-0.00092,0.00024,-0.00112,-0.00034,0.00106,-0.0012,0.00222,0.00641,-0.0018,0.00274,0.00641,-0.0018,-0.01249,0.01093,-0.01894,-0.02911,0.01093,-0.04571,COMPRESSION_REGIME
5m,1788601800000,1788602099999,2026-09-05 09:50:00+00:00,COMPRESSION,0.1359,False,79646.01,-7.533328387765437e-07,0.00015870223756343123,27.39825,0.00029408940993237584,LOW_VOLATILITY_COMPRESSION,5m_139,GEV_0015,0.0003,33.83,0.00096,27.94,0.00017,25.95,-0.01809,55.74,0.03863,57.51,0.01279,54.38,-0.0003,0.00023,-0.00065,-0.00025,0.00161,-0.00126,0.00324,0.00696,-0.00126,0.00261,0.00696,-0.00126,-0.01113,0.01148,-0.01841,-0.02901,0.01148,-0.04519,COMPRESSION_REGIME
5m,1788602400000,1788602699999,2026-09-05 10:00:00+00:00,COMPRESSION,0.1354,False,79630.93,-4.395257742983993e-06,7.509644807627486e-05,31.74184,0.00020155919481565325,LOW_VOLATILITY_COMPRESSION,5m_140,GEV_0015,-0.00084,32.54,0.00027,27.14,-0.00039,25.05,-0.01828,55.4,0.0395,57.45,0.0126,54.35,0.00041,0.00042,-0.00046,0.00021,0.0018,-0.00107,0.00303,0.00715,-0.00107,0.0036,0.00715,-0.00107,-0.01138,0.01167,-0.01822,-0.02819,0.01167,-0.04501,COMPRESSION_REGIME
5m,1788602700000,1788602999999,2026-09-05 10:05:00+00:00,COMPRESSION,0.1142,False,79629.94,-1.2432355116165361e-05,1.26836714935276e-05,25.13825,0.00020108454664255913,LOW_VOLATILITY_COMPRESSION,5m_141,GEV_0015,-0.00086,31.25,0.00065,27.33,-0.00028,25.06,-0.01602,55.34,0.03945,57.42,0.01259,54.33,0.00025,0.00054,-0.00045,0.0007,0.00181,-0.00105,0.00285,0.00716,-0.00105,0.00367,0.00716,-0.00105,-0.0116,0.01168,-0.01821,-0.02803,0.01168,-0.045,COMPRESSION_REGIME
5m,1788603000000,1788603299999,2026-09-05 10:10:00+00:00,COMPRESSION,0.2155,False,79622.0,-9.971123926511005e-05,0.00013049157268091,40.34419,0.00017117315008037637,LOW_VOLATILITY_COMPRESSION,5m_142,GEV_0015,-0.00122,31.92,-6e-05,27.7,-0.00089,25.22,-0.01658,55.33,0.03891,57.4,0.01249,54.32,0.00035,0.00065,-0.00035,0.00054,0.00191,-0.00096,0.00387,0.00726,-0.00096,0.00377,0.00726,-0.00096,-0.01105,0.01178,-0.01811,-0.02793,0.01178,-0.0449,COMPRESSION_REGIME
5m,1788603300000,1788603599999,2026-09-05 10:15:00+00:00,COMPRESSION,0.1049,False,79622.0,0.0,1.2559342888600273e-07,26.77437,0.00016044369736593282,LOW_VOLATILITY_COMPRESSION,5m_143,GEV_0015,-0.00092,31.05,-4e-05,27.73,-0.00098,24.8,-0.01521,55.23,0.03818,57.37,0.01249,54.29,3e-05,0.00065,-0.00035,0.00068,0.00191,-0.00096,0.0031,0.00726,-0.00096,0.00444,0.00726,-0.00096,-0.01015,0.01178,-0.01811,-0.02804,0.01178,-0.0449,COMPRESSION_REGIME
5m,1788605100000,1788605399999,2026-09-05 10:45:00+00:00,COMPRESSION,0.1278,False,79596.01,-5.0251249968380485e-05,5.0379409721602396e-05,20.13296,0.00023734044920813472,LOW_VOLATILITY_COMPRESSION,5m_144,GEV_0015,-0.00063,29.41,-0.00088,28.59,-0.00085,23.94,-0.01831,54.92,0.04118,57.25,0.01215,54.16,0.00062,0.00098,-3e-05,0.00171,0.00224,-0.00063,0.00239,0.00759,-0.00063,0.00494,0.00759,-0.00063,-0.01173,0.01211,-0.01779,-0.02814,0.01211,-0.04459,COMPRESSION_REGIME
