timeframe,timestamp_open,timestamp_close,datetime_open_utc,event_type,event_score,is_significant,close_price,return_simple,normalized_range,volume,volatility_realized,regime_during,event_id,global_event_id,pre_return_1h,pre_vol_mean_1h,pre_return_4h,pre_vol_mean_4h,pre_return_12h,pre_vol_mean_12h,pre_return_24h,pre_vol_mean_24h,pre_return_3d,pre_vol_mean_3d,pre_return_7d,pre_vol_mean_7d,post_return_1h,post_mfe_1h,post_mae_1h,post_return_4h,post_mfe_4h,post_mae_4h,post_return_12h,post_mfe_12h,post_mae_12h,post_return_24h,post_mfe_24h,post_mae_24h,post_return_3d,post_mfe_3d,post_mae_3d,post_return_7d,post_mfe_7d,post_mae_7d,outcome_classification
5m,1789683600000,1789683899999,2026-09-17 22:20:00+00:00,COMPRESSION,0.087,False,76266.3,-5.362500440864171e-05,0.0005510953068393095,11.1469,0.0004238122574676967,LOW_VOLATILITY_COMPRESSION,5m_483,GEV_0094,-0.00347,19.79,-0.0062,22.1,-0.00084,44.44,0.00755,39.38,-0.02941,55.29,-0.01157,48.7,0.00301,0.0032,-8e-05,0.00753,0.00771,-8e-05,0.02519,0.02917,-8e-05,0.0655,0.06731,-8e-05,0.06372,0.07454,-8e-05,0.10612,0.14593,-8e-05,COMPRESSION_REGIME
5m,1789683900000,1789684199999,2026-09-17 22:25:00+00:00,COMPRESSION,0.0941,False,76273.69,9.689731899942267e-05,0.0003410088065753048,17.34907,0.0003918420906818186,LOW_VOLATILITY_COMPRESSION,5m_484,GEV_0094,-0.00374,20.83,-0.00613,22.16,-0.001,44.36,0.0068,38.99,-0.02947,55.26,-0.01033,48.7,0.00284,0.0031,-0.00018,0.00863,0.00863,-0.00018,0.02632,0.02907,-0.00018,0.06544,0.06721,-0.00018,0.06409,0.07443,-0.00018,0.10602,0.14582,-0.00018,COMPRESSION_REGIME
5m,1789688400000,1789688699999,2026-09-17 23:40:00+00:00,COMPRESSION,0.1872,False,76436.09,0.00014497871835406073,0.00036854318424710443,26.80558,0.0005315641983156265,LOW_VOLATILITY_COMPRESSION,5m_485,GEV_0095,0.00024,19.31,-0.00219,19.78,0.0032,43.44,0.003,38.1,-0.02394,54.99,-0.00444,48.45,-6e-05,0.00084,-0.00183,0.01187,0.0152,-0.00183,0.0208,0.02688,-0.00183,0.0584,0.06494,-0.00183,0.06314,0.07215,-0.00183,0.10367,0.14338,-0.00183,COMPRESSION_REGIME
5m,1789701000000,1789701299999,2026-09-18 03:10:00+00:00,BREAKOUT_CANDIDATE,0.9594,False,77322.99,0.003607890555418214,0.003595049803428397,147.55282,0.0012079493174999092,TRENDING_UP,5m_486,GEV_0097,0.0072,66.68,0.01083,42.2,0.01274,34.96,0.01155,38.55,-0.00511,55.57,0.00572,48.68,-0.00041,0.00355,-0.00359,0.00394,0.00601,-0.00359,0.04456,0.0482,-0.00359,0.05128,0.05714,-0.00359,0.05174,0.06178,-0.00359,0.09101,0.13027,-0.00359,EVENT_CONTINUATION
5m,1789721700000,1789721999999,2026-09-18 08:55:00+00:00,BREAKOUT_CANDIDATE,0.951,False,78272.15,0.002563659186392009,0.0026548395565983932,146.71331,0.001576102441353054,TRENDING_UP,5m_487,GEV_0098,0.00609,87.3,0.00897,73.51,0.02242,52.46,0.02217,49.34,0.01652,57.31,0.01173,49.84,-0.00077,0.00279,-0.00397,-0.00293,0.00279,-0.00397,0.03626,0.03996,-0.00397,0.03884,0.04432,-0.00397,0.07011,0.0754,-0.00397,0.07778,0.11656,-0.00397,FALSE_BREAKOUT_CANDIDATE
5m,1789727700000,1789727999999,2026-09-18 10:35:00+00:00,COMPRESSION,0.1809,False,78257.31,-0.00030850216641342687,0.00038539530684102857,20.84304,0.000547253291471989,LOW_VOLATILITY_COMPRESSION,5m_488,GEV_0099,0.00302,51.89,0.0088,81.83,0.02385,59.89,0.02439,52.24,0.01708,58.0,0.01567,50.18,-0.00167,0.00246,-0.00277,0.03045,0.03492,-0.00364,0.0374,0.04016,-0.00364,0.03811,0.04452,-0.00364,0.07561,0.08999,-0.00364,0.07798,0.11677,-0.00364,COMPRESSION_REGIME
5m,1789737000000,1789737299999,2026-09-18 13:10:00+00:00,COMPRESSION,0.1358,False,78029.0,-0.00014095335725272662,0.0005168591164823558,17.89685,0.0005694504163774727,LOW_VOLATILITY_COMPRESSION,5m_489,GEV_0100,-0.0007,44.32,-0.00444,49.5,0.01932,63.85,0.01787,51.23,0.01353,57.99,0.0039,48.63,0.02915,0.03329,-0.00022,0.03678,0.04138,-0.00022,0.04168,0.04757,-0.00022,0.04113,0.04757,-0.00022,0.09151,0.09541,-0.00022,0.08114,0.12004,-0.00022,COMPRESSION_REGIME
5m,1789738500000,1789738799999,2026-09-18 13:35:00+00:00,BREAKOUT_CANDIDATE,0.9889,False,78958.4,0.0071883530134051465,0.007886178038055395,295.39646,0.002213432603251317,HIGH_VOLATILITY,5m_490,GEV_0100,0.01009,71.14,0.012,52.36,0.03038,64.9,0.03865,52.12,0.03469,58.24,0.01687,48.61,0.0213,0.02573,-0.00771,0.02182,0.02912,-0.00771,0.02771,0.03524,-0.00771,0.0292,0.03524,-0.00771,0.07744,0.08252,-0.00771,0.06841,0.10686,-0.00771,EVENT_CONTINUATION
5m,1789738800000,1789739099999,2026-09-18 13:40:00+00:00,BREAKOUT_CANDIDATE,0.9896,False,79297.04,0.004288840705992003,0.005936539371456993,448.68079,0.00236553097226642,HIGH_VOLATILITY,5m_491,GEV_0100,0.01507,99.45,0.01593,57.81,0.03391,67.87,0.0413,53.01,0.03761,57.99,0.01823,48.75,0.01876,0.02135,-0.00565,0.01863,0.02473,-0.00565,0.02364,0.03082,-0.00565,0.02479,0.03082,-0.00565,0.07294,0.07789,-0.00565,0.06385,0.10213,-0.00565,EVENT_CONTINUATION
5m,1789739100000,1789739399999,2026-09-18 13:45:00+00:00,BREAKOUT_CANDIDATE,1.0,True,79994.99,0.008801715675641919,0.009605601550797045,744.39206,0.003144826218083424,TRENDING_UP,5m_492,GEV_0100,0.02432,153.98,0.02421,72.09,0.04237,72.76,0.04774,55.18,0.04793,58.48,0.0186,48.99,0.01088,0.01244,-0.00961,0.01069,0.01579,-0.00961,0.01658,0.02183,-0.00961,0.0159,0.02183,-0.00961,0.06813,0.0695,-0.00961,0.05457,0.09251,-0.00961,EVENT_CONTINUATION
5m,1789740000000,1789740299999,2026-09-18 14:00:00+00:00,UPWARD_EXPANSION,0.984,False,80361.44,0.0036010849587546634,0.0035928923125321107,1073.07032,0.0029878584670586022,TRENDING_UP,5m_493,GEV_0100,0.02978,323.09,0.02801,115.7,0.04752,88.07,0.05155,62.17,0.05136,60.28,0.01042,49.59,0.00445,0.00857,-0.00359,0.0068,0.01116,-0.00359,0.01136,0.01717,-0.00359,0.01264,0.01717,-0.00359,0.06145,0.06824,-0.00359,0.04976,0.08753,-0.00359,EVENT_CONTINUATION
5m,1789740300000,1789740599999,2026-09-18 14:05:00+00:00,DOWNWARD_EXPANSION,0.9667,False,80220.33,-0.0017559416556000018,0.006438268204581007,406.71946,0.0031593031477918066,TRENDING_UP,5m_494,GEV_0100,0.02794,346.07,0.02649,123.08,0.04622,90.62,0.04636,63.18,0.04885,60.54,0.01504,49.5,0.00461,0.01034,-0.00137,0.00875,0.01294,-0.00137,0.01421,0.01896,-0.00137,0.01483,0.01896,-0.00137,0.0627,0.07012,-0.00137,0.0516,0.08945,-0.00137,FAILED_EXPANSION
5m,1789740900000,1789741199999,2026-09-18 14:15:00+00:00,BREAKOUT_CANDIDATE,0.9821,False,80643.93,0.004242293525817065,0.004486388498179627,284.76176,0.00309411285061496,TRENDING_UP,5m_495,GEV_0100,0.03265,374.7,0.03112,129.79,0.05071,92.58,0.0507,63.88,0.05566,60.77,0.01839,49.47,0.0032,0.00551,-0.00422,0.00327,0.00761,-0.00422,0.00882,0.0136,-0.00422,0.01029,0.0136,-0.00422,0.05914,0.0645,-0.00642,0.04608,0.08372,-0.00642,EVENT_CONTINUATION
5m,1789741200000,1789741499999,2026-09-18 14:20:00+00:00,BREAKOUT_CANDIDATE,0.983,False,80952.63,0.0038279384449644294,0.004705714934771141,496.74951,0.002966724571141855,TRENDING_UP,5m_496,GEV_0100,0.03684,410.89,0.03537,139.45,0.05352,95.53,0.05195,65.34,0.05953,61.15,0.02407,49.65,0.00189,0.00189,-0.00559,-0.00142,0.00377,-0.00559,0.006,0.00974,-0.00559,0.00649,0.00974,-0.00559,0.05885,0.06044,-0.01021,0.04209,0.07959,-0.01021,FALSE_BREAKOUT_CANDIDATE
5m,1789741500000,1789741799999,2026-09-18 14:25:00+00:00,DOWNWARD_EXPANSION,0.9821,False,80705.08,-0.003057961180507718,0.004772685932533528,361.57142,0.003427612654490085,TRENDING_UP,5m_497,GEV_0100,0.03232,436.16,0.03097,146.19,0.04905,97.73,0.04889,66.31,0.05708,61.42,0.02096,49.79,0.00323,0.00557,-0.00254,0.00353,0.00685,-0.00254,0.00805,0.01284,-0.00254,0.01077,0.01284,-0.00254,0.06217,0.06369,-0.00717,0.04529,0.0829,-0.00717,FAILED_EXPANSION
5m,1789743600000,1789743899999,2026-09-18 15:00:00+00:00,DOWNWARD_EXPANSION,0.9641,False,80718.84,-0.002705656922109334,0.004283262742626198,309.97889,0.0022727926815704906,TRENDING_UP,5m_498,GEV_0100,0.00445,306.52,0.02981,167.04,0.04803,103.24,0.0571,68.99,0.06136,60.58,0.02605,50.05,0.00135,0.0054,-0.0027,0.00319,0.00668,-0.0027,0.00846,0.01266,-0.0027,0.01194,0.01266,-0.0027,0.06533,0.06698,-0.00734,0.04511,0.08272,-0.00734,FAILED_EXPANSION
5m,1789774800000,1789775099999,2026-09-18 23:40:00+00:00,COMPRESSION,0.1696,False,80899.99,-4.9688513585333105e-05,0.0007095180110651951,52.80922,0.0006056480812532976,LOW_VOLATILITY_COMPRESSION,5m_499,GEV_0101,-0.00276,39.5,-0.00424,45.68,0.03683,101.7,0.0584,82.29,0.06906,57.33,0.04814,50.43,0.00522,0.00536,-0.00068,0.00331,0.0104,-0.00068,0.00477,0.0104,-0.00068,0.00469,0.01299,-0.00068,0.06875,0.08029,-0.00957,0.04277,0.08029,-0.00957,COMPRESSION_REGIME
5m,1789775100000,1789775399999,2026-09-18 23:45:00+00:00,COMPRESSION,0.0689,False,80909.99,0.00012360940959332822,0.0003213447437084098,19.94548,0.0006104530039419184,LOW_VOLATILITY_COMPRESSION,5m_500,GEV_0101,-0.00265,39.87,-0.00478,44.92,0.03674,101.72,0.05826,82.27,0.06935,57.32,0.04841,50.42,0.00471,0.00544,-0.00081,0.00334,0.01027,-0.00081,0.00482,0.01027,-0.00081,0.00483,0.01287,-0.00081,0.06904,0.08016,-0.00969,0.04264,0.08016,-0.00969,COMPRESSION_REGIME
5m,1789785900000,1789786199999,2026-09-19 02:45:00+00:00,COMPRESSION,0.0797,False,81317.02,-6.136100177545067e-05,0.0003813469800048595,33.12755,0.0005900481415566292,LOW_VOLATILITY_COMPRESSION,5m_501,GEV_0102,-6e-05,35.19,0.00236,48.69,0.00558,66.14,0.05675,82.98,0.07007,58.06,0.05251,50.98,-0.00169,0.00105,-0.0025,-0.00301,0.00105,-0.00499,0.00242,0.00397,-0.00499,-0.00915,0.0078,-0.01098,0.05529,0.07475,-0.01465,0.03742,0.07475,-0.01465,COMPRESSION_REGIME
5m,1789786200000,1789786499999,2026-09-19 02:50:00+00:00,COMPRESSION,0.1219,False,81294.01,-0.00028296659174187333,0.00031625946364321805,29.90656,0.0005941171746901916,LOW_VOLATILITY_COMPRESSION,5m_502,GEV_0102,-0.00044,36.06,0.00205,48.43,0.00468,65.35,0.05525,82.99,0.07073,58.07,0.05223,50.99,-0.00139,0.00133,-0.00221,-0.00306,0.00133,-0.00471,0.00268,0.00425,-0.00471,-0.01013,0.00808,-0.01158,0.05427,0.07506,-0.01437,0.03771,0.07506,-0.01437,COMPRESSION_REGIME
5m,1789786500000,1789786799999,2026-09-19 02:55:00+00:00,COMPRESSION,0.0976,False,81304.72,0.0001317440239447798,0.00036898226818811994,34.24455,0.0005677112427457108,LOW_VOLATILITY_COMPRESSION,5m_503,GEV_0102,0.00029,33.76,0.00204,48.81,0.00453,64.82,0.05607,82.98,0.0714,58.08,0.05197,50.99,-0.00208,0.0012,-0.00234,-0.00311,0.0012,-0.00484,0.00346,0.00412,-0.00484,-0.01197,0.00795,-0.0128,0.05424,0.07492,-0.0145,0.03758,0.07492,-0.0145,COMPRESSION_REGIME
5m,1789787400000,1789787699999,2026-09-19 03:10:00+00:00,COMPRESSION,0.1717,False,81288.0,-0.00047966843979629914,0.0004798986320243426,20.294,0.0006610151252232761,LOW_VOLATILITY_COMPRESSION,5m_504,GEV_0102,-0.00108,33.12,0.00138,48.51,0.00643,61.02,0.05128,82.99,0.07018,58.02,0.05185,50.96,-0.00098,0.00048,-0.00214,-0.00153,0.00048,-0.00464,0.00507,0.0057,-0.00464,-0.0128,0.00816,-0.01326,0.05236,0.07514,-0.01429,0.03779,0.07514,-0.01429,COMPRESSION_REGIME
5m,1789788000000,1789788299999,2026-09-19 03:20:00+00:00,COMPRESSION,0.1168,False,81188.01,-4.7049068853444176e-05,0.000707739972934506,37.4867,0.0006329871214951076,LOW_VOLATILITY_COMPRESSION,5m_505,GEV_0102,-0.00307,33.42,0.00155,47.48,0.00101,58.62,0.04987,81.88,0.06784,57.98,0.05106,50.96,-0.00046,0.00064,-0.00091,-0.00095,0.00076,-0.00341,0.00588,0.0071,-0.00341,-0.00862,0.0094,-0.01308,0.05176,0.07646,-0.01308,0.03907,0.07646,-0.01308,COMPRESSION_REGIME
5m,1789788300000,1789788599999,2026-09-19 03:25:00+00:00,COMPRESSION,0.178,False,81142.2,-0.0005642458781782711,0.0005915540865295741,15.08925,0.0005950440131790209,LOW_VOLATILITY_COMPRESSION,5m_506,GEV_0102,-0.00262,32.47,0.00177,47.18,0.00218,57.44,0.04798,81.62,0.06968,57.97,0.04987,50.95,-6e-05,0.00106,-0.00035,-0.00048,0.00133,-0.00285,0.00526,0.00767,-0.00285,-0.00936,0.00997,-0.01252,0.05509,0.07707,-0.01252,0.03966,0.07707,-0.01252,COMPRESSION_REGIME
5m,1789788600000,1789788899999,2026-09-19 03:30:00+00:00,COMPRESSION,0.0861,False,81124.01,-0.00022417435070776204,0.0004621319878047287,10.72951,0.0005870633971343371,LOW_VOLATILITY_COMPRESSION,5m_507,GEV_0102,-0.00293,30.3,0.00116,46.63,0.00373,56.12,0.04798,81.45,0.06939,57.95,0.04982,50.93,-0.00153,0.00128,-0.00153,-0.0001,0.00155,-0.00262,0.00638,0.0079,-0.00262,-0.00918,0.01019,-0.0123,0.05446,0.07731,-0.0123,0.03989,0.07731,-0.0123,COMPRESSION_REGIME
5m,1789788900000,1789789199999,2026-09-19 03:35:00+00:00,COMPRESSION,0.0182,False,81123.45,-6.9030118210466895e-06,0.00030928171817145976,14.0425,0.0005908303082257393,LOW_VOLATILITY_COMPRESSION,5m_508,GEV_0102,-0.00266,29.27,0.00271,45.86,0.00439,55.54,0.049,81.28,0.07023,57.92,0.04994,50.93,-0.00238,0.00129,-0.00245,-0.00096,0.00156,-0.00262,0.00668,0.0079,-0.00262,-0.0102,0.0102,-0.01229,0.05375,0.07732,-0.01229,0.0399,0.07732,-0.01229,COMPRESSION_REGIME
5m,1789789200000,1789789499999,2026-09-19 03:40:00+00:00,COMPRESSION,0.1799,False,81168.01,0.0005492863037752649,0.0005529271938538922,11.11024,0.0006313960515425351,LOW_VOLATILITY_COMPRESSION,5m_509,GEV_0102,-0.00189,26.76,0.00331,44.99,0.00649,55.07,0.04945,81.19,0.07093,57.9,0.05077,50.94,-0.00242,0.00074,-0.00316,-0.0014,0.00101,-0.00316,0.00925,0.00965,-0.00316,-0.00961,0.00965,-0.01284,0.05321,0.07673,-0.01284,0.03933,0.07673,-0.01284,COMPRESSION_REGIME
5m,1789789500000,1789789799999,2026-09-19 03:45:00+00:00,COMPRESSION,0.0648,False,81180.0,0.0001477182944364941,0.00017245627001724563,9.6837,0.0006371619665497866,LOW_VOLATILITY_COMPRESSION,5m_510,GEV_0102,-0.00169,23.62,0.00334,44.11,0.00624,54.65,0.04858,81.03,0.07103,57.89,0.05092,50.93,-0.00243,0.00059,-0.00331,-0.00173,0.00086,-0.00331,0.00618,0.0095,-0.00331,-0.00862,0.0095,-0.01298,0.05381,0.07657,-0.01298,0.03917,0.07657,-0.01298,COMPRESSION_REGIME
5m,1789789800000,1789790099999,2026-09-19 03:50:00+00:00,COMPRESSION,0.0323,False,81181.26,1.55210643015824e-05,0.000200292530566719,10.11059,0.0006369214581782314,LOW_VOLATILITY_COMPRESSION,5m_511,GEV_0102,-0.00139,21.85,0.00332,43.91,0.00592,53.73,0.04874,80.88,0.07144,57.88,0.05064,50.93,-0.00208,0.00058,-0.00333,-0.00052,0.00085,-0.00333,0.00629,0.00948,-0.00333,-0.00839,0.00948,-0.013,0.05328,0.07655,-0.013,0.03916,0.07655,-0.013,COMPRESSION_REGIME
5m,1789790100000,1789790399999,2026-09-19 03:55:00+00:00,COMPRESSION,0.197,False,81136.01,-0.0005573946499475291,0.0006653026196384378,9.81565,0.0006436281921551471,LOW_VOLATILITY_COMPRESSION,5m_512,GEV_0102,-0.00208,20.31,0.00312,43.71,0.00508,53.17,0.04849,80.66,0.07006,57.88,0.05006,50.93,-0.00138,0.00113,-0.00277,-0.00044,0.0014,-0.00277,0.00616,0.01004,-0.00277,-0.00801,0.01004,-0.01245,0.05616,0.07715,-0.01245,0.03974,0.07715,-0.01245,COMPRESSION_REGIME
5m,1789790400000,1789790699999,2026-09-19 04:00:00+00:00,COMPRESSION,0.0556,False,81143.02,8.639813567379306e-05,0.0003851224664795567,17.03548,0.0004906211978388777,LOW_VOLATILITY_COMPRESSION,5m_513,GEV_0102,-0.00318,18.98,0.0035,40.02,0.0039,52.71,0.04913,80.56,0.06897,57.88,0.04967,50.94,-0.00092,0.00105,-0.00286,-0.00052,0.00132,-0.00286,0.00428,0.00996,-0.00286,-0.00778,0.00996,-0.01253,0.05623,0.07706,-0.01253,0.03965,0.07706,-0.01253,COMPRESSION_REGIME
5m,1789791000000,1789791299999,2026-09-19 04:10:00+00:00,COMPRESSION,0.0668,False,81208.3,0.0002086428900809345,0.00025428435270771803,9.11081,0.0004983948598114988,LOW_VOLATILITY_COMPRESSION,5m_514,GEV_0102,-0.00098,18.95,0.00287,37.82,0.00298,51.29,0.05068,80.43,0.07008,57.91,0.05064,50.97,-0.00202,0.00024,-0.00366,0.00041,0.00051,-0.00366,0.0068,0.00915,-0.00366,-0.00959,0.00915,-0.01333,0.05437,0.07619,-0.01333,0.03881,0.07619,-0.01333,COMPRESSION_REGIME
5m,1789791600000,1789791899999,2026-09-19 04:20:00+00:00,COMPRESSION,0.0727,False,81150.37,4.362462464646555e-05,0.0007145993296147718,18.25546,0.00042280392613050906,LOW_VOLATILITY_COMPRESSION,5m_515,GEV_0102,-0.00046,17.74,0.00102,37.15,0.00181,50.16,0.05013,80.07,0.06809,57.91,0.0507,50.97,-0.00084,0.00044,-0.00295,0.00167,0.00324,-0.00295,0.00869,0.00987,-0.00295,-0.00886,0.00987,-0.01262,0.05444,0.07696,-0.01262,0.03955,0.07696,-0.01262,COMPRESSION_REGIME
5m,1789791900000,1789792199999,2026-09-19 04:25:00+00:00,COMPRESSION,0.0967,False,81137.69,-0.00015625313846368005,0.0006732999177078452,20.64731,0.0003919558088955588,LOW_VOLATILITY_COMPRESSION,5m_516,GEV_0102,-6e-05,16.45,0.00046,36.92,0.00106,49.8,0.04996,79.98,0.06943,57.89,0.0503,50.97,-0.00079,0.00058,-0.00279,0.00198,0.0034,-0.00279,0.00848,0.01002,-0.00279,-0.00877,0.01002,-0.01247,0.05458,0.07713,-0.01247,0.03971,0.07713,-0.01247,COMPRESSION_REGIME
5m,1789793100000,1789793399999,2026-09-19 04:45:00+00:00,COMPRESSION,0.1153,False,80983.07,0.00013733150800998573,0.0005927164776539096,20.6478,0.0006567324096482163,LOW_VOLATILITY_COMPRESSION,5m_517,GEV_0102,-0.00243,24.19,-0.00379,37.36,0.0016,47.96,0.04695,79.57,0.06691,57.92,0.04824,50.9,0.00051,0.00201,-0.00051,0.0044,0.00531,-0.00071,0.01071,0.01195,-0.00071,-0.00742,0.01195,-0.01058,0.05565,0.07918,-0.01058,0.0417,0.07918,-0.01058,COMPRESSION_REGIME
5m,1789795800000,1789796099999,2026-09-19 05:30:00+00:00,COMPRESSION,0.0901,False,81089.41,0.0001984623301476418,0.0004454342435098479,10.05915,0.0005306954680719215,LOW_VOLATILITY_COMPRESSION,5m_518,GEV_0103,0.0011,24.07,-0.00023,26.68,0.0061,45.31,0.04392,77.99,0.06876,57.8,0.04979,50.66,-0.00029,0.00033,-0.00202,0.0027,0.00541,-0.00202,0.00563,0.01063,-0.00202,-0.00604,0.01063,-0.01188,0.05069,0.07777,-0.01188,0.04033,0.07777,-0.01188,COMPRESSION_REGIME
5m,1789796100000,1789796399999,2026-09-19 05:35:00+00:00,COMPRESSION,0.1375,False,81114.85,0.00031372777283733555,0.0006752154506849179,8.0767,0.0004386296225548934,LOW_VOLATILITY_COMPRESSION,5m_519,GEV_0103,0.00228,20.92,-0.00038,25.55,0.00538,44.72,0.04463,77.79,0.06843,57.78,0.05016,50.65,-0.00043,1e-05,-0.00233,0.00243,0.00509,-0.00233,0.00445,0.01031,-0.00233,-0.00743,0.01031,-0.01219,0.05221,0.07743,-0.01219,0.04001,0.07743,-0.01219,COMPRESSION_REGIME
5m,1789796700000,1789796999999,2026-09-19 05:45:00+00:00,COMPRESSION,0.0696,False,81024.17,-3.023697644055634e-05,0.00034557589420539575,25.14846,0.0005581289278548063,LOW_VOLATILITY_COMPRESSION,5m_520,GEV_0103,0.00051,19.08,-0.00366,25.79,0.00216,44.6,0.04522,77.68,0.06726,57.79,0.04899,50.66,0.00059,0.00096,-0.00121,0.00388,0.00622,-0.00121,0.00591,0.01144,-0.00121,-0.00617,0.01144,-0.01108,0.05571,0.07864,-0.01108,0.04117,0.07864,-0.01108,COMPRESSION_REGIME
5m,1789797900000,1789798199999,2026-09-19 06:05:00+00:00,COMPRESSION,0.1226,False,81040.0,0.00027438424928249994,0.0005705824284302899,9.15257,0.0005331683883856718,LOW_VOLATILITY_COMPRESSION,5m_521,GEV_0103,-0.00104,19.52,-0.00393,24.51,0.00146,43.39,0.04551,77.43,0.06615,57.69,0.04965,50.55,0.00088,0.00088,-0.00141,0.00282,0.00602,-0.00141,0.00531,0.01124,-0.00141,-0.00669,0.01124,-0.01128,0.05293,0.07843,-0.01128,0.04097,0.07843,-0.01128,COMPRESSION_REGIME
5m,1789798200000,1789798499999,2026-09-19 06:10:00+00:00,COMPRESSION,0.1726,False,81001.51,-0.0004749506416584781,0.00047529978144851873,13.53028,0.00047074520928296526,LOW_VOLATILITY_COMPRESSION,5m_522,GEV_0103,-0.00053,19.43,-0.0046,24.06,0.0016,43.17,0.04523,77.34,0.06587,57.67,0.04911,50.54,0.00201,0.00201,-0.00094,0.00378,0.0065,-0.00094,0.00471,0.01172,-0.00094,-0.00594,0.01172,-0.01081,0.05367,0.07894,-0.01081,0.04146,0.07894,-0.01081,COMPRESSION_REGIME
5m,1789798800000,1789799099999,2026-09-19 06:20:00+00:00,COMPRESSION,0.163,False,80950.35,-0.0004235370530092375,0.00042396357767454965,14.95726,0.00045398185379222236,LOW_VOLATILITY_COMPRESSION,5m_523,GEV_0103,-0.00163,18.38,-0.00599,23.62,0.00139,42.26,0.04264,77.22,0.06645,57.62,0.04817,50.55,0.00198,0.0037,-0.0003,0.00425,0.00714,-0.0003,0.00627,0.01236,-0.0003,-0.00546,0.01236,-0.01018,0.05329,0.07962,-0.01018,0.04212,0.07962,-0.01018,COMPRESSION_REGIME
5m,1789799700000,1789799999999,2026-09-19 06:35:00+00:00,COMPRESSION,0.0922,False,81079.76,0.00016998499247145027,0.0002652943225287638,13.46838,0.0005952887088562011,LOW_VOLATILITY_COMPRESSION,5m_524,GEV_0103,-0.00043,20.24,-0.00319,23.07,-0.00059,41.58,0.04518,76.94,0.06892,57.58,0.04911,50.57,-0.00042,0.0021,-0.00061,0.00198,0.00553,-0.00061,0.00521,0.01075,-0.00061,-0.00843,0.01075,-0.01176,0.05528,0.0779,-0.01176,0.04046,0.0779,-0.01176,COMPRESSION_REGIME
5m,1789800000000,1789800299999,2026-09-19 06:40:00+00:00,COMPRESSION,0.0734,False,81069.85,-0.00012222532479111425,0.0002015545853359357,17.88345,0.0004973084715648928,LOW_VOLATILITY_COMPRESSION,5m_525,GEV_0103,0.00053,21.0,-0.0031,22.55,0.00156,40.49,0.04571,76.83,0.06766,57.56,0.04855,50.57,-0.0002,0.00222,-0.00049,0.00232,0.00565,-0.00049,0.00518,0.01087,-0.00049,-0.00852,0.01087,-0.01164,0.05458,0.07803,-0.01164,0.04058,0.07803,-0.01164,COMPRESSION_REGIME
5m,1789800300000,1789800599999,2026-09-19 06:45:00+00:00,COMPRESSION,0.0441,False,81072.0,2.6520340175695267e-05,0.0003926139727647917,10.00294,0.0004968032195542262,LOW_VOLATILITY_COMPRESSION,5m_526,GEV_0103,0.00059,19.24,-0.00301,21.72,0.00042,40.35,0.04601,76.75,0.06707,57.56,0.04842,50.57,-0.0004,0.0022,-0.00052,0.00289,0.00562,-0.00052,0.00487,0.01084,-0.00052,-0.00824,0.01084,-0.01167,0.05408,0.078,-0.01167,0.04056,0.078,-0.01167,COMPRESSION_REGIME
5m,1789800600000,1789800899999,2026-09-19 06:50:00+00:00,COMPRESSION,0.1788,False,81045.37,-0.0003284734556937563,0.00032870477363481,28.2012,0.00047323935046568954,LOW_VOLATILITY_COMPRESSION,5m_527,GEV_0103,-0.00035,19.47,-0.00306,21.62,0.00052,40.23,0.04638,76.7,0.06728,57.56,0.04832,50.57,0.00116,0.00252,-0.00019,0.00336,0.00596,-0.00019,0.00482,0.01117,-0.00019,-0.00925,0.01117,-0.01134,0.05442,0.07835,-0.01134,0.0409,0.07835,-0.01134,COMPRESSION_REGIME
5m,1789800900000,1789801199999,2026-09-19 06:55:00+00:00,COMPRESSION,0.0677,False,81052.01,8.192941805318377e-05,0.00029610616689209804,18.25701,0.0004575576948339361,LOW_VOLATILITY_COMPRESSION,5m_528,GEV_0103,0.00015,18.7,-0.00311,21.38,0.0014,40.01,0.04443,76.58,0.06605,57.56,0.04868,50.58,0.00059,0.00244,-0.00027,0.00203,0.00587,-0.00027,0.00464,0.01109,-0.00027,-0.00916,0.01109,-0.01142,0.05345,0.07827,-0.01142,0.04081,0.07827,-0.01142,COMPRESSION_REGIME
5m,1789801200000,1789801499999,2026-09-19 07:00:00+00:00,COMPRESSION,0.1443,False,81081.57,0.00036470409555566796,0.0003646944675591134,7.21037,0.00045833360176623575,LOW_VOLATILITY_COMPRESSION,5m_529,GEV_0103,0.00079,17.78,-0.00394,20.83,0.0013,39.68,0.04391,76.37,0.06573,57.51,0.0486,50.58,0.00023,0.00208,-0.00061,0.00269,0.00551,-0.00061,0.00454,0.01072,-0.00061,-0.00959,0.01072,-0.01178,0.05282,0.07787,-0.01178,0.04043,0.07787,-0.01178,COMPRESSION_REGIME
5m,1789801500000,1789801799999,2026-09-19 07:05:00+00:00,COMPRESSION,0.1528,False,81111.0,0.0003629678113039603,0.00036295940131409767,13.21364,0.0004626923986606708,LOW_VOLATILITY_COMPRESSION,5m_530,GEV_0103,0.00088,17.04,-0.00266,20.25,0.00028,39.49,0.04487,76.26,0.06798,57.47,0.04865,50.57,0.00106,0.00171,-0.00097,0.00316,0.00514,-0.00097,0.00362,0.01036,-0.00097,-0.00959,0.01036,-0.01214,0.0533,0.07748,-0.01214,0.04006,0.07748,-0.01214,COMPRESSION_REGIME
